[00:00:00] 欢迎收听古爱,我是孟公
[00:02:30] 她也是我们的快乐好邻居
[00:02:32] 那也是因为她才有办法
[00:02:35] 推荐我们网球教练
[00:02:36] 然后像我们全家都变成是
[00:02:38] 网球的学员
[00:02:39] 所以非常感谢这个
[00:02:40] 非常要好的邻居
[00:02:42] 那她来我们家看一看的时候
[00:02:43] 因为在这个对话之中
[00:02:45] 她就有提到说
[00:02:46] 她是有一点点
[00:02:48] 要怎么讲
[00:02:48] 不能说是灵异体质
[00:02:50] 但她就是可以感受到东西的
[00:02:51] 也就是她可能在她服务的一些单位
[00:02:53] 曾经感受到一些东西
[00:02:55] 那最后面就会印证到说
[00:02:56] 可能真的有一些东西在那一边
[00:02:58] 那就像是我岳母
[00:02:59] 可能在好几年前跟我讲的
[00:03:01] 她就说
[00:03:01] 反正我的生命之中
[00:03:03] 就会遇到很多人
[00:03:04] 都想要帮我算命
[00:03:05] 或是感受一下这种
[00:03:06] 可能灵人之类的事情
[00:03:08] 那我也觉得蛮神奇的
[00:03:09] 就是真的是在人生的路途中
[00:03:10] 很常遇到这样子特别的事情
[00:03:12] 那虽然我自己
[00:03:13] 是没有到特别的相信
[00:03:14] 但虽然可能我之前也很常
[00:03:16] 跑去算命
[00:03:17] 那真的就只是为了去了解说
[00:03:18] 到底这个圈子在干什么
[00:03:19] 就跟我去了解
[00:03:20] 各式各样的新的玩意儿的
[00:03:23] 想法是一样的
[00:03:23] 那我就是因为知道说
[00:03:26] 她可以感受到一些东西
[00:03:27] 所以我就想到
[00:03:28] 因为我背后有一个观音大
[00:03:29] 那这个观音大
[00:03:31] 稍微前行提要一下
[00:03:32] 虽然绝大多数的听众都知道
[00:03:34] 但反正总之
[00:03:34] 她就是我自己交易圈的一个朋友
[00:03:37] 因为她本身是
[00:03:38] 藏传佛教的一个非常大的doner
[00:03:40] 那她整天在那边捐钱
[00:03:41] 人家就会送她各种token
[00:03:43] 什么挂轴啊
[00:03:44] 观音的小雕像或什么的
[00:03:46] 那她就拿了一大堆东西
[00:03:47] 那有些呢
[00:03:48] 可能就会在她去朝圣的时候
[00:03:50] 就会请那边的喇妈
[00:03:51] 还和尚什么的
[00:03:52] 帮忙她加持一下
[00:03:53] 那我一直都不知道说
[00:03:54] 这个东西是有加持过的
[00:03:56] 只知道说是她送我的一个纪念品
[00:03:57] 然后她还跟我半开玩笑
[00:03:58] 说你就发现你后面
[00:03:59] 你发现你后面的绩效
[00:04:00] 应该就会变好
[00:04:01] 那后来是我跟她
[00:04:02] 有一次分享到说
[00:04:03] 因为我的小儿子那时候
[00:04:04] 有一些病痛的困扰
[00:04:05] 现在当然都已经是解决了
[00:04:07] 那所以呢
[00:04:08] 我就带她去认了
[00:04:09] 林口的观音当做是干爹
[00:04:11] 她会跟我讲说
[00:04:12] 为什么你要跑去观音庙
[00:04:13] 你后面那个就是有开关过的
[00:04:14] 那个里面就是有住神明的
[00:04:16] 所以从那之后呢
[00:04:17] 我就是都直接跟这个神明许愿
[00:04:19] 那当然其实还是跟我们
[00:04:20] 林口在地的寺庙
[00:04:21] 维持一个良好的关系
[00:04:23] 都还是会持续去做捐献
[00:04:24] 他们都会送我一些什么
[00:04:25] 什么
[00:04:26] 反正就是那种祈福的
[00:04:28] 什么福寿米
[00:04:29] 什么有的没有的东西
[00:04:30] 那whatever
[00:04:31] 反正就是我心中就只觉得说
[00:04:33] OK
[00:04:33] 那我后面的观音应该是有神力的
[00:04:35] 然后搞到我们自己的一些听众家
[00:04:36] 都会讲说
[00:04:37] 他不是要跟我讲话
[00:04:38] 他是要跟我后面的观音
[00:04:39] 都来讲话
[00:04:39] 但总之
[00:04:40] 因为我知道这个东西
[00:04:41] 是有点东西的
[00:04:43] 至少我是这样相信
[00:04:44] 那我就拿出去给那一位朋友
[00:04:46] 就叫他帮我感受一下
[00:04:48] 这个东西有没有料
[00:04:49] 那接着他就把手环绕在
[00:04:51] 这个雕像上面
[00:04:52] 然后接着就说
[00:04:53] 这个上面的气是非常强的
[00:04:55] 那当然其实我对于这一种
[00:04:57] 就是所谓的
[00:04:58] 比较偏向是玄学的东西
[00:04:59] 怎么说我非常的熟悉
[00:05:01] 我也看过一堆这样子的人
[00:05:02] 所以其实我没有觉得
[00:05:03] 特别的意外
[00:05:04] 我就说OK
[00:05:04] 那你感受得到是不是
[00:05:05] 那你要不要来帮我感受一下
[00:05:07] 因为他那时候提到说
[00:05:08] 你知道这些雕像
[00:05:09] 其实它里面是可以去住一些灵的
[00:05:11] 就像是可能哈利波特演的分灵体这样
[00:05:13] 然后就说
[00:05:14] 那你要不要来帮我感受一下
[00:05:15] 我的房间里面有一大堆雕像
[00:05:17] 我买了一大堆有趣的公仔
[00:05:19] 那这些东西里面有没有住东西
[00:05:20] 我那时候其实是想吓我老婆
[00:05:21] 因为老婆整天在那边靠摇
[00:05:22] 说我妈的房间放一堆神骨头
[00:05:24] 那里面都可以去住一些灵魂之类的
[00:05:26] 会有危险
[00:05:27] 所以我就跟她说
[00:05:28] 来你跟我房间来看一下
[00:05:29] 然后看
[00:05:30] 你有办法感受到这些东西里面
[00:05:35] 反正他就突然间就开始在那边骂发抖
[00:05:37] 他突然间发抖
[00:05:38] 然后接着就从我房间冲出去
[00:05:39] 就讲说
[00:05:40] 你房间那东西是有灵的
[00:05:42] 然后我说是哪一个
[00:05:43] 他说里面已经有几个
[00:05:44] 那有一个最明显是坐在角落那个
[00:05:46] 那你知道坐在角落那个是什么吗
[00:05:48] 坐在角落是Bloodborne
[00:05:49] 就是血缘诅咒里面那个人偶
[00:05:51] 那是我觉得我可能最帅的人偶之类
[00:05:53] 但这个东西它本身
[00:05:54] 是真的长得比较邪气一点
[00:05:57] 像知道它长什么样子
[00:05:58] 你可以去Google P1S
[00:05:59] 就是PES
[00:06:00] 然后空白Bloodborne
[00:06:02] 然后应该就会找到这一个人偶
[00:06:04] 我觉得他其实长得非常的漂亮
[00:06:05] 非常的酷
[00:06:06] 而且他其实算是正派的角色
[00:06:07] 但是我老婆那时候也跟我讲说
[00:06:09] 他非常怕这个东西
[00:06:10] 那就跟我讲说
[00:06:10] 这里面有住东西
[00:06:12] 然后当下我其实心中是觉得
[00:06:14] 就是怎么讲
[00:06:15] 就是因为我老婆已经跟我
[00:06:16] 干狡很多次
[00:06:17] 就是说你把你的雕像丢掉
[00:06:18] 里面都有住东西
[00:06:19] 很恐怖或什么的
[00:06:20] 然后老婆就已经开始
[00:06:22] 因为我知道说
[00:06:22] 他会拿这个借题发挥
[00:06:23] 他在那边讲说什么
[00:06:24] 我就找一个人讲说
[00:06:25] 他丢掉了
[00:06:26] 里面就真的有住东西
[00:06:27] 你知道为什么孩子
[00:06:27] 晚上会一直睡不好吗
[00:06:29] 孩子起来
[00:06:29] 然后为什么有时候我在晚上
[00:06:30] 会看到什么天花板
[00:06:31] 有什么东西之类的
[00:06:32] 他就开始在那边靠北一大堆
[00:06:34] 然后我就直接跟他讲一个
[00:06:35] 我就跟他说
[00:06:36] 其实老实讲
[00:06:37] 我们在林口搬新家的时候
[00:06:38] 那时候你就一直在跟我讲说
[00:06:39] 什么这个家里面有什么东西
[00:06:41] 你知道那时候是怎么样处理吗
[00:06:42] 就一开始老婆跟我讲说
[00:06:43] 可能家里面有一些
[00:06:44] 有的没有的
[00:06:45] 就是他会怕
[00:06:45] 我就直接讲说
[00:06:46] 其实我每次看到那一些什么
[00:06:48] 建商盖房子
[00:06:49] 然后什么有人挂掉什么
[00:06:50] 然后我先讲说
[00:06:51] 那个房子不能够住
[00:06:52] 因为如果你跑去住的话
[00:06:53] 就是有可能会遇到一些零
[00:06:54] 我那时候心中
[00:06:55] 其实很常想的一件事情
[00:06:57] 就是我不知道
[00:06:57] 有时候可能我会跳脱一些框架思考
[00:06:59] 就类似说
[00:06:59] 我觉得拜审明
[00:07:00] 你就要准备一些好一点的贡品
[00:07:02] 不然你换的东西
[00:07:03] 可能是拿你的什么阳兽去换之类的
[00:07:05] 我有一些很奇怪的想法
[00:07:06] 我想想就是说
[00:07:07] 奇怪
[00:07:07] 你因为公安问题挂掉
[00:07:09] 当然不是我们这一栋
[00:07:10] 就是可能隔壁有一些栋
[00:07:11] 但我那时候想法是这样
[00:07:12] 反正你因为某个理由挂掉
[00:07:13] 冤有头再有主
[00:07:15] 拜托你去找他妈欺负你的
[00:07:17] 你凭什么欺负我们这些一般人
[00:07:18] 你知道很多人存钱存了半天
[00:07:20] 然后他妈住进来要被你吓
[00:07:21] 他妈杀小
[00:07:22] 如果你敢这样做的话
[00:07:23] 我先去找10个法师
[00:07:24] 我再找10个驱魔士
[00:07:26] 我再拿他妈20把桃木剑
[00:07:27] 一定把你磕到死
[00:07:28] 我的想法就是
[00:07:29] 属于那种比较命运的
[00:07:30] 所以像之前几次
[00:07:31] 我老婆每次觉得怪怪的
[00:07:32] 我都是
[00:07:33] 其实民俗有一个说法
[00:07:35] 就你直接臭干脏话
[00:07:36] 其实那些鬼会怕这些
[00:07:37] 我都是用这种命运的方式
[00:07:39] 直接去推
[00:07:40] 所以我就想说
[00:07:41] 那里面绝对不可能住坏东西
[00:07:43] 第一个是隔壁的观音堂
[00:07:44] 你们刚才讲说
[00:07:45] 这里面有好的灵
[00:07:46] 所以观音堂
[00:07:47] 可能会放任这些小鬼去恶搞
[00:07:49] 第二个是
[00:07:50] 如果说这些小鬼真的有在恶搞的话
[00:07:52] 老实讲
[00:07:52] 当然我们的生活跟一些大哥们比
[00:07:55] 绝对是没有这么lavish life
[00:07:57] 可是老实说也过得不错了
[00:07:59] 我们已经过得不错
[00:08:00] 你的意思是说
[00:08:00] 如果我把小鬼给移走的话
[00:08:02] 是不是怎样
[00:08:03] 我今天又要再多一位数
[00:08:04] 我不太相信
[00:08:05] 我觉得说
[00:08:05] 其实老天对我们已经非常款待了
[00:08:08] 总之他就跟邻居在那边一搭一搭
[00:08:11] 反正他们就是希望说
[00:08:12] 这个东西你可能要把它清掉
[00:08:13] 或者是要拿一个符去压之类
[00:08:15] 然后我当下又觉得心情非常复杂
[00:08:17] 怎么讲
[00:08:18] 好像说我老婆第一次
[00:08:19] 有人帮他佐证
[00:08:20] 我是不是真的要把它清掉
[00:08:21] 好在这位邻居也蛮有趣的
[00:08:24] 他第二天
[00:08:24] 因为他自己真的太害怕
[00:08:25] 那时候真的是全身在发抖
[00:08:26] 他就跑去他姓Line的寺庙
[00:08:29] 我就跑去问世
[00:08:30] 问了之后
[00:08:31] 立刻就传Line跟我们讲说
[00:08:33] 其实我们房间住的东西
[00:08:35] 全部都是好料
[00:08:36] 全部都是好东西
[00:08:37] 只是他的level太高了
[00:08:39] 他这个灵异体质的人
[00:08:41] 他扛不住
[00:08:42] 所以他当下会觉得
[00:08:43] 就有点像说被shock到
[00:08:44] 他震惊到
[00:08:45] 才会在那边全身发抖
[00:08:46] 起鸡皮疙瘩之类的
[00:08:47] 但没有问题是好东西
[00:08:49] 所以我就跟我老婆讲说
[00:08:50] 你看吧
[00:08:50] 就早就跟你讲
[00:08:51] 反正我的想法是这样
[00:08:52] 就真的是
[00:08:52] 冤有头再有主
[00:08:54] 不会有莫名其妙的鬼
[00:08:56] 会没事跑来弄你
[00:08:57] 就是他如果要没事跑来弄你的话
[00:08:59] 你就把它除掉
[00:09:00] 其实我是觉得
[00:09:00] 人比鬼可怕
[00:09:01] 这是第一点
[00:09:02] 然后再来就是
[00:09:03] 人真的要搞事情的话
[00:09:04] 应该也是可以比鬼更猛
[00:09:05] 因为我们有太多的手段了
[00:09:08] 反正就是骂
[00:09:08] 谁不要命谁最大
[00:09:09] 谁要搞就可以搞最大
[00:09:10] 所以最终还是觉得说
[00:09:12] 反正只要心里面
[00:09:13] 存在着好意念
[00:09:14] 不要整天想要害人
[00:09:15] 不要去做什么奇怪的事情
[00:09:16] 应该都没有什么太大问题
[00:09:18] 一个很北蓝的小插曲
[00:09:19] 跟大家稍微的分享一下
[00:09:21] 接下来我们进入
[00:09:22] 我们今天节目的话题
[00:09:23] 在上个礼拜
[00:09:24] 跟大家聊到说
[00:09:25] 就是在台积舰这边
[00:09:26] 可以稍微的观察一下
[00:09:28] 接下来投信的一些买盘
[00:09:29] 在过去的几天就有注意到
[00:09:31] 投信真的有进来买
[00:09:32] 但我们那时候去列出来的
[00:09:34] 一个小弹鼠
[00:09:36] 就是说如果外资真的
[00:09:37] 要死命贯的话
[00:09:37] 可能会遇到比较大的一个压铃
[00:09:39] 最后面我们回头看
[00:09:40] 就发现说
[00:09:41] 一天卖了好像一万八千多张
[00:09:43] 然后一天卖了两万多张
[00:09:44] 所以看起来就是
[00:09:45] 外资不想让台积舰再继续往上冲
[00:09:47] 我本来心中真的是有一个剧本
[00:09:49] 就是我希望可以动能到台积舰
[00:09:51] 就像是前面动能到联发客一样
[00:09:53] 就是这种
[00:09:53] 你平常以为说
[00:09:54] 不会动的一些大牛骨
[00:09:56] 然后突然间
[00:09:56] 起喷喷射的时候
[00:09:57] 长得超级的恐怖
[00:09:58] 所以其实本来是有想过说
[00:10:00] 台积舰有机会会一波出去
[00:10:02] 只是如果说外资一直站在卖方的话
[00:10:04] 当然就要看他们卖到什么时候
[00:10:06] 再去做判断
[00:10:08] 只是以现前来来讲
[00:10:09] 我觉得可能上面会去扛一些压力
[00:10:12] 整体来说
[00:10:13] 我认为
[00:10:14] 当然现在可能很多人会觉得说
[00:10:15] 台积电已经破了
[00:10:17] 2330的
[00:10:20] 他自己本身的一个数字
[00:10:21] 因为像前面Goldman Sachs有喊说
[00:10:23] 他认为说可能MediaTek可以到2454
[00:10:26] 反正就是喊了一个蛮有趣的目标价
[00:10:28] 类似说台积电目标价是2330
[00:10:29] 反正就是会摸到
[00:10:30] 我会觉得说
[00:10:31] 这两个东西的上限应该都不是在这边
[00:10:34] 只是说因为现在在筹码方面
[00:10:36] 就是外资最后面是
[00:10:37] 就是站在卖方
[00:10:38] 他就是决定要卖了
[00:10:39] 可能就是要等到
[00:10:40] 看他们的卖压走到什么时候
[00:10:42] 再来去做判断
[00:10:43] 比较有趣的现象是
[00:10:45] 在礼拜一的时候
[00:10:45] 真的是就直接发生
[00:10:47] 垃圾盘
[00:10:47] 然后接着中小直接杀到爆掉的一个剧本
[00:10:49] 老听众应该都非常的熟悉
[00:10:52] 或说一些老股民应该都非常熟悉
[00:10:53] 反正每次台积电很强的时候
[00:10:54] 其他东西就会摔倒
[00:10:56] 反正当台积电开始横盘的时候
[00:10:59] 其他东西又会再一次的复活
[00:11:00] 因为台积电的规模真的是太大
[00:11:02] 他会把市场中的钱都给吸走
[00:11:03] 所以礼拜一的时候
[00:11:05] 是直接出现一个垃圾盘
[00:11:06] 然后中小是直接跌到烂掉
[00:11:07] 一堆光通出现跌停
[00:11:09] 那礼拜二的时候
[00:11:09] 因为台积电就没有再继续进攻
[00:11:11] 所以中小又再一次的转强
[00:11:13] 所以其实在这边
[00:11:14] 我会觉得说
[00:11:14] 比较难去判断说
[00:11:16] 那到底后面一阵子前
[00:11:17] 是会在台积电这边
[00:11:19] 还是说会在中小这边
[00:11:21] 因为台积电是没有成功的一波走出去
[00:11:23] 因为被外资给打乱了
[00:11:24] 所以这边我们可能要再观察一下
[00:11:26] 但是在这样子的一个
[00:11:27] 就是行情可能比较模糊的时候
[00:11:29] 有些东西倒是跑出来了
[00:11:30] 像前面软掉非常久的记忆体
[00:11:32] 然后在这阵子是直接集体表态了
[00:11:35] 然后在旺宏的法术上面
[00:11:37] 基本上老板是直接转为超级利多
[00:11:39] 这个我们之前跟大家分享过
[00:11:40] 其实旺宏的老板蛮有趣的
[00:11:42] 像前面大家一直说他很好的时候
[00:11:43] 他自己都不敢讲很好
[00:11:45] 可是他现在终于出来说
[00:11:47] 他自己很好了
[00:11:47] 有些人可能会把这个单位说
[00:11:49] 他既然敢讲自己很好
[00:11:51] 那会不会就变成说
[00:11:52] 已经算是以反应之类
[00:11:53] 这我们不晓得了
[00:11:54] 因为以我们目前的角度去看的话
[00:11:56] 旺宏的产品线确实蛮多
[00:11:57] 是有很漂亮的涨价
[00:11:58] 特别是MLC NAND的这一块
[00:12:00] 那Nord的价格也是还蛮不错的
[00:12:02] 那所以就可以再观察看
[00:12:03] 但总之呢
[00:12:04] 记忆体这个族群
[00:12:05] 因为在前面算是软得非常久
[00:12:07] 然后就趁这一波直接表态
[00:12:09] 那台股的被动元件呢
[00:12:10] 也是在礼拜二的时候
[00:12:11] 就直接趁机表态就跳出去了
[00:12:13] 那其实台股的被动元件
[00:12:14] 已经算是underperform海外的
[00:12:17] 被动元件蛮多了
[00:12:18] 就是如果说你去观察一下
[00:12:19] 海外的被动元件
[00:12:20] 不然我们跟大家提的
[00:12:21] 日本的几大有名的被动元件公司
[00:12:24] 或是像是韩国的SAMCO
[00:12:25] 是直接整个射出去
[00:12:26] 那其实我们在基本面这边考察
[00:12:28] 最后面证明是对的嘛
[00:12:29] 因为你就只疯狂的看到
[00:12:30] 一堆涨价性跑出来
[00:12:32] 那只是当然我们很多时候
[00:12:33] 是没有办法去预期
[00:12:34] 短期的股价会怎么样走
[00:12:36] 所以如果说你觉得
[00:12:37] 可能台湾的被动元件
[00:12:38] 怎么都不会动很烂
[00:12:39] 那其实你现在都可以
[00:12:40] 很轻易的买到像日股
[00:12:41] 或者说美股一些
[00:12:42] 相关的被动元件
[00:12:43] 那他们有时候可能是
[00:12:45] 走得相对好一点
[00:12:46] 但不一定
[00:12:46] 说不定台股会在后面
[00:12:47] 去跟上之类的
[00:12:49] 那最近在市场上
[00:12:49] 也听到一些有趣的新状况
[00:12:52] 这边来跟大家分享一下
[00:12:53] 那一样这些东西
[00:12:54] 可能是属于比较前瞻一点的
[00:12:56] 那所以呢
[00:12:56] 尽量都还是等到一些
[00:12:58] 可能公开资讯出来的时候
[00:12:59] 再去作为一个验证
[00:13:01] 或是确认
[00:13:01] 那我们只是跟大家分享
[00:13:02] 自己的一些产业研究
[00:13:04] 那首先呢
[00:13:05] 大家都知道说
[00:13:05] MDK最近非常的强势嘛
[00:13:06] 那我们在过去也是
[00:13:07] 不停的跟大家聊到
[00:13:09] 这家公司
[00:13:09] 以及它未来潜在的一些引诱
[00:13:10] 那其中一个引诱就是说
[00:13:11] Intel的东西
[00:13:12] 会不会做不出来
[00:13:13] 那最近呢
[00:13:14] 透过多方的一个考察呢
[00:13:15] 其实我们家就有发现到说
[00:13:17] Intel在后段的封装
[00:13:19] Assembly这边呢
[00:13:20] 它的量率已经有拉到90%了
[00:13:22] 那90%的封装量率
[00:13:24] 其实去跟台积电比的话
[00:13:25] 它严格上来说
[00:13:26] 就是还是蛮差的
[00:13:28] 但是呢
[00:13:28] 90%的一个量率
[00:13:29] 绝对是已经可以量产了
[00:13:31] 那这个数字呢
[00:13:32] 我不知道现在市场上的买方
[00:13:34] 或是说Saleside的分析师
[00:13:36] 他们知不知道这件事情
[00:13:37] 因为就我理解
[00:13:38] 应该是大家都还
[00:13:39] 不太知情
[00:13:40] 或是说不太确定
[00:13:41] Intel可不可以有这样子一个量率
[00:13:43] 为什么
[00:13:43] 因为很多人是从载版端这边去check
[00:13:45] 因为它的载版
[00:13:46] 是要去做它的移民封装嘛
[00:13:47] 那载版这边
[00:13:48] 因为蛮多的分析师
[00:13:50] 或是一些买方
[00:13:50] 他们都有办法直接透过台系
[00:13:52] 或是像日系的一些载版厂商
[00:13:54] 然后去确认到说
[00:13:55] 它其实for Intel的载版
[00:13:56] 目前他们是在埋电容的那一块
[00:13:58] 这个量率是不太好
[00:14:00] 所以就会导致
[00:14:01] 就是载版这边
[00:14:02] 我们可能看到说
[00:14:03] 大多数的LOT
[00:14:04] 它是在一个30到40%的一个量率
[00:14:07] 所以大家可能就假设说
[00:14:08] 那Intel的后段封装的量率
[00:14:10] 应该也蛮差的
[00:14:10] 包含说像我在前期集合节目
[00:14:12] 跟大家聊联发科
[00:14:13] 因为联发科后来是射出去的
[00:14:14] 那射出去之后
[00:14:15] 我们的习惯就是
[00:14:16] 我们不会在射出去之后那边屌催
[00:14:17] 所以我们就是
[00:14:20] 他是有提到说
[00:14:21] 就是假设Intel的东西做不出来的话
[00:14:23] 那可能就会BBQ
[00:14:23] 那这个现在就要去
[00:14:25] 稍微的做一点修正
[00:14:27] 因为如果说Intel的EMIF
[00:14:28] 它可以拉到90%一个量率的话
[00:14:31] 就代表说
[00:14:32] 那后面应该就会再更高
[00:14:33] 而且这个数字
[00:14:34] 已经是可以去做量产了
[00:14:35] 那我先会讲说
[00:14:36] 可是它前面的subtrade这边
[00:14:37] 只有30%的一个量率
[00:14:39] 那我是觉得说
[00:14:40] 这个应该不会是一个太大的问题
[00:14:42] 这就有点像是说
[00:14:43] 我们之前有跟大家分享
[00:14:43] 那时候在Grace Blackwell
[00:14:45] 在量产的时候
[00:14:46] 然后有一段时间
[00:14:47] 其实我们从代工厂这边看
[00:14:49] 它的量率只有40%到50%左右
[00:14:51] 那后来它其实就会慢慢的RAM上去
[00:14:53] 那我会认为说
[00:14:54] 其实在subtrade这边
[00:14:55] 在后面应该也是有望
[00:14:57] 会持续的拉上去
[00:14:58] 那最重要的就是说
[00:14:59] 在Intel的
[00:14:59] 它去做封装这一段
[00:15:01] 那竟然是可以做到90%的一个量率
[00:15:03] 那这个数字
[00:15:04] 我本来一开始知道的时候
[00:15:05] 我就已经算是蛮震惊的
[00:15:07] 然后后来是问了一下
[00:15:08] 身边的一些产业圈的朋友
[00:15:10] 那大家其实听到这个数字
[00:15:11] 都有一点就不太相信
[00:15:12] 然后觉得说
[00:15:12] 怎么可能它那个数字这么高
[00:15:14] 所以如果说Intel的数字
[00:15:15] 真的这么高的话
[00:15:16] 那当然它就有机会
[00:15:18] 会在后面多拿到一些封装的订单
[00:15:20] 那我知道现在可能很多人
[00:15:21] 去期待Intel的前段
[00:15:22] 包含像什么18a
[00:15:23] 有没有机会去放量
[00:15:25] 或是赚大的钱之类
[00:15:26] 那只是就我们的考察
[00:15:27] 在短期内
[00:15:27] 就是可能一两年内
[00:15:28] 都还是属于一个
[00:15:29] 比较困难的一个状态
[00:15:31] 除非说有客户
[00:15:32] 要给它去做练功
[00:15:33] 那可是呢
[00:15:34] 在后段封装这一边
[00:15:35] 也就是说
[00:15:36] 现在你可以甚至直接
[00:15:37] 把Intel先视为的时候
[00:15:38] 它就是一个非常专业的
[00:15:39] 后段封装厂
[00:15:40] 因为它已经可以做到
[00:15:40] 90%的一个yield
[00:15:41] 那说不定就是在封装这边
[00:15:43] 就是有机会让这个公司的
[00:15:44] 财务数字变得很好看
[00:15:45] 所以你才会看到说
[00:15:46] Intel的高层
[00:15:47] 它可能非常的有底气之类的
[00:15:48] 那所以这是最近
[00:15:49] 在市场里面的一个发现
[00:15:51] 那其实你会注意到
[00:15:52] 就是市场里面的
[00:15:53] 整体的叙事是有带起来的
[00:15:55] 像之前有跟大家聊过
[00:15:56] 这家公司AP Memory
[00:15:57] 它就是在做
[00:15:58] Intel的载版里面的IPD
[00:16:00] 就是怎么讲
[00:16:02] 就是埋在载版里面的
[00:16:03] 被动式电容
[00:16:04] 那再来像MTK本身
[00:16:06] 也是非常的强势
[00:16:07] 当然我们现在讲这个
[00:16:08] 还是要强调因为这些东西
[00:16:09] 有时候我们会很怕的时候
[00:16:10] 在相对高档去聊
[00:16:11] 但你要知道
[00:16:12] 这个一定都是前面都有先聊过了
[00:16:14] 所以不要最容易买在最高档的
[00:16:15] 然后就讲说
[00:16:16] 靠北在高档喊标底
[00:16:17] 没有我们是带状的
[00:16:19] 所以就一路聊
[00:16:19] 所以你要去查最前面
[00:16:21] 就是我们一路在cover它
[00:16:22] 在聊它
[00:16:23] 在分享的时候
[00:16:23] 那所以呢
[00:16:24] 就是目前有注意到说
[00:16:25] 市场上很多跟
[00:16:26] 这个MTK
[00:16:28] 或者是说Google
[00:16:29] 然后或者是
[00:16:30] 在Intel的Imit相关的标底
[00:16:33] 都非常的强势
[00:16:34] 那大致的
[00:16:35] 就直接就跟大家分享一下
[00:16:36] 没有关系
[00:16:36] 但小致的我们就不去
[00:16:37] 做太多的论述
[00:16:39] 不然大家讲说
[00:16:40] 它有喊盘
[00:16:41] 所以总之就是
[00:16:42] 我们有注意到说
[00:16:42] Intel这边的
[00:16:43] 良率的数字是好的
[00:16:45] 在后段封装
