[00:00:00] 欢迎收听
[00:05:55] 当然也有洗过
[00:05:55] 可是呢
[00:05:56] 那这一次我一直感觉是
[00:05:58] 有人不想让融资被断头出去
[00:06:01] 为什么
[00:06:02] 我现在跟大家讲个理由
[00:06:04] 因为呢
[00:06:05] 11月要选举了
[00:06:06] 是
[00:06:07] 那现在呢
[00:06:08] 我们台湾呢
[00:06:09] 其实面临到很多的问题
[00:06:12] 可是呢
[00:06:13] 现在大家都没有注意到这些问题
[00:06:15] 为什么
[00:06:15] 因为股市很热
[00:06:17] 每个人都非常的开心
[00:06:18] 这种情况呢
[00:06:20] 跟民国74年到79年的时候
[00:06:22] 几乎是一模一样
[00:06:23] 是
[00:06:23] 就是你外界有什么问题
[00:06:26] 那都是外太空的事情
[00:06:27] 那现在我只要赚钱就好
[00:06:29] 其他的都跟我没关系
[00:06:31] 好
[00:06:32] 因为现在大家都很热心
[00:06:34] 所以呢
[00:06:34] 你股市不能垮
[00:06:35] 你股市一垮下来的话
[00:06:37] 那就完蛋了
[00:06:38] 那整个社会的民进市集
[00:06:40] 都动荡不安了
[00:06:42] 所以呢
[00:06:43] 我认为说
[00:06:43] 在这边一定会有人
[00:06:45] 会有人撑
[00:06:46] 所以呢
[00:06:46] 你可以看最近这几天
[00:06:48] 那很可怕
[00:06:49] 对不对
[00:06:49] 这一天的震荡幅度
[00:06:51] 有2000点的
[00:06:52] 有2000多点的
[00:06:53] 有1000多点的
[00:06:54] 好
[00:06:54] 那每次都是这样
[00:06:56] 杀下来
[00:06:56] 杀着杀着
[00:06:57] 觉得哇
[00:06:58] 这个世界末日到了
[00:06:59] 然后呢
[00:07:00] 尾盘这个拉上去
[00:07:00] 就跟今天一样
[00:07:01] 今天大概留了
[00:07:03] 1100多点的下影线
[00:07:07] 因为尾盘很强
[00:07:08] 尾盘跌的剩80几点而已了
[00:07:11] 是
[00:07:11] 没有错
[00:07:11] 没有错
[00:07:12] 今天早盘一度有翻红
[00:07:13] 所以今天震荡真的非常
[00:07:14] 之大
[00:07:15] 他这个今天
[00:07:17] 我们讲一下
[00:07:18] 今天的这个盘式
[00:07:19] 因为我的观察是这样
[00:07:20] 今天早盘的时候呢
[00:07:22] 他拉上去
[00:07:23] 开低盘
[00:07:23] 然后直接拉上去
[00:07:24] 还拉红
[00:07:25] 拉上去
[00:07:25] 对
[00:07:26] 很多股票呢
[00:07:27] 哇
[00:07:27] 还拉到接近涨停板的程度
[00:07:29] 可是呢
[00:07:30] 他在9点半之后
[00:07:31] 是一口气
[00:07:32] 杀下来
[00:07:33] 1219点
[00:07:34] 那时候也挺傻眼的
[00:07:36] 对
[00:07:36] 对
[00:07:37] 那那个时候
[00:07:38] 给我的感觉是怎么样
[00:07:39] 他就是拉起来出货
[00:07:41] 是
[00:07:41] 那个
[00:07:41] 就是高高举起
[00:07:44] 用力杀下去
[00:07:45] 对
[00:07:45] 我那时候也有这种感觉
[00:07:46] 对不对
[00:07:47] 对对对
[00:07:47] 所以我才会在那个时候
[00:07:49] 把一些东西就卖掉了
[00:07:51] 没错
[00:07:51] 我相信那个时候
[00:07:52] 大家都想要卖股票
[00:07:54] 然后他杀下来之后
[00:07:56] 可是呢
[00:07:57] 你看下半场之后
[00:07:58] 他是直接接近V型反转的拉起来
[00:08:01] 没错
[00:08:01] 今天盘其实
[00:08:02] 这礼拜每一天都好刺激
[00:08:04] 对
[00:08:04] 今天还真的蛮特别
[00:08:06] 对
[00:08:06] 其实在两个礼拜之前
[00:08:08] 就是走这种走势
[00:08:09] 你知道类似这种走势
[00:08:11] 上冲下洗
[00:08:11] 上冲下洗
[00:08:12] 那按照我们过去的经验
[00:08:14] 是这样子
[00:08:15] 你这种剧烈的
[00:08:16] 上冲下洗的这种动作
[00:08:18] 尤其是在高档的时候
[00:08:20] 那表示什么
[00:08:21] 表示他在震荡出货
[00:08:22] 是
[00:08:22] 表示在震荡出货
[00:08:24] 可是呢
[00:08:25] 他这一次的震荡出货
[00:08:27] 很奇怪
[00:08:27] 因为如果说
[00:08:29] 那么长期间的一个
[00:08:30] 震荡出货的时候
[00:08:32] 他下来一定是速度非常快
[00:08:34] 就像今天的上半场
[00:08:37] 这个样子
[00:08:38] 就是
[00:08:38] 好
[00:08:39] 那这个
[00:08:40] 那一下来
[00:08:41] 昨天就跌了
[00:08:42] 对不对
[00:08:42] 然后呢
[00:08:43] 今天再跌个一千多点
[00:08:45] 好像很正常
[00:08:46] 应该是这个样子
[00:08:47] 结果呢
[00:08:48] 他拉起来
[00:08:49] 那拉起来了之后呢
[00:08:50] 大家这个希望又回来了
[00:08:52] 也让我们看出来呢
[00:08:54] 就是有人不要让这个盘
[00:08:56] 真的跌得很惨
[00:08:58] 那我是这样子讲
[00:08:59] 我们看明天
[00:09:01] 好
[00:09:02] 明天很有可能还会开高走低
[00:09:06] 开高走低吗
[00:09:07] 好
[00:09:08] 开高走低
[00:09:09] 很有可能会开高走低
[00:09:10] 为什么我说会开高走低呢
[00:09:11] 因为呢
[00:09:12] 你就看
[00:09:13] 礼拜一的时候呢
[00:09:15] 跌得很深
[00:09:16] 对不对
[00:09:16] 留了很长的下影线
[00:09:17] 礼拜二呢
[00:09:18] 涨了一千点
[00:09:20] 礼拜二涨一千点
[00:09:21] 可是礼拜三就直接
[00:09:23] 又把那个红棒
[00:09:24] 整个都吃掉了
[00:09:25] 那所以呢
[00:09:26] 现在
[00:09:27] 逢低强反弹的人很多
[00:09:29] 对
[00:09:30] 可是呢
[00:09:31] 第二天
[00:09:31] 逢高赶快跑的人
[00:09:33] 也很多
[00:09:33] 一定更多
[00:09:34] 对
[00:09:34] 一定更多
[00:09:35] 所以呢
[00:09:35] 明天我认为说
[00:09:37] 开高走低的机会
[00:09:38] 又有人要跑了
[00:09:39] 对
[00:09:39] 会非常的大
[00:09:40] 像譬如说
[00:09:41] 像我就会这样子
[00:09:44] 那刚才
[00:09:46] 刚才赵华有讲了一下
[00:09:47] 这个这几天的操作
[00:09:49] 对
[00:09:49] 我等一下也会跟大家分享
[00:09:51] 我们先把施工把这个
[00:09:52] 这几天的盘式
[00:09:53] 帮我们沙盘推背图
[00:09:55] 推一下
[00:09:55] OK
[00:09:56] 好
[00:09:56] 那么我这样子讲了
[00:09:57] 其实我这两天
[00:09:58] 也有做了一些价差
[00:10:00] 像譬如说
[00:10:01] 我先举一张股票
[00:10:02] 做例子
[00:10:03] 像是这个
[00:10:04] 景硕
[00:10:05] 景硕
[00:10:06] 318就是景硕
[00:10:07] 你跟我有同样的股票
[00:10:08] 我今天没跑
[00:10:10] 好
[00:10:10] 我很想跑
[00:10:12] 我是昨天跑的
[00:10:13] OK
[00:10:14] 我昨天卖在
[00:10:15] 那你少吃一根今天的跌停
[00:10:16] 对
[00:10:17] 我昨天卖在710块
[00:10:18] 是卖红的
[00:10:19] 卖在红的时候
[00:10:20] 好
[00:10:21] 然后呢
[00:10:22] 他今天打了跌停板
[00:10:24] 对
[00:10:24] 对
[00:10:25] 跌停板我会不会接
[00:10:26] 不会接
[00:10:26] 是
[00:10:26] 可以理解
[00:10:28] 跌停板打开了
[00:10:29] 我就会接
[00:10:30] 是
[00:10:31] 所以呢
[00:10:31] 我买在601块
[00:10:32] 是
[00:10:32] 又买回来
[00:10:33] 好讨厌
[00:10:33] OK
[00:10:34] 对不对
[00:10:35] 因为现在的盘
[00:10:37] 就是要演名手块
[00:10:38] 是
[00:10:38] 那么
[00:10:39] 而且因为他本来
[00:10:41] 就是上冲下戏
[00:10:42] 对
[00:10:43] 那一方面呢
[00:10:44] 他为了什么
[00:10:45] 一方面要换手
[00:10:46] 一方面要换骨
[00:10:47] 所以呢
[00:10:48] 换手换骨的这种走势
[00:10:50] 到最后呢
[00:10:51] 谁会赢谁会输呢
[00:10:53] 我这样先下个结论
[00:10:54] 我认为下个礼拜呢
[00:10:56] 多头可能会比较痛苦一点
[00:10:58] 因为下个礼拜有这个
[00:11:01] 联准会
[00:11:02] 日央要升息
[00:11:03] 日央要先升息
[00:11:05] 日央已经决定升息了
[00:11:06] 对
[00:11:06] 一定要升息
[00:11:07] 然后呢
[00:11:08] 这个联准会的这个会议
[00:11:11] 因为有这些事情
[00:11:13] 再加上呢
[00:11:14] 这个美衣之间的问题
[00:11:15] 所以呢
[00:11:16] 还有这个SpaceX
[00:11:18] 这个礼拜五挂牌
[00:11:20] 对不对
[00:11:20] 然后之后
[00:11:21] 他也会有一个大幅度的震荡
[00:11:23] 是
[00:11:24] 大幅度
[00:11:24] 所以呢
[00:11:25] 下个礼拜
[00:11:27] 可能对多头会比较不利一些
[00:11:29] 可是呢
[00:11:30] 如果下礼拜真的有打下来的话
[00:11:32] 我反而认为说
[00:11:34] 可以考虑呢
[00:11:35] 这个逢低承接一些
[00:11:36] 好
[00:11:37] 完全完全认同
[00:11:39] 认同的点就是在
[00:11:41] 其实昨天晚上我看到夜盘
[00:11:42] 后来又杀下来的时候
[00:11:43] 查了一下
[00:11:44] 发现是
[00:11:45] 把他杀下来的时候
[00:11:46] 我已经在睡觉了
[00:11:47] 最近睡眠
[00:11:48] 常常被这件事情干扰
[00:11:49] 睡觉前看到跌了2000点
[00:11:51] 想说
[00:11:51] 嗯
[00:11:52] 好
[00:11:52] 还是睡吧
[00:11:53] 好
[00:11:54] 那像昨天的话
[00:11:55] 明明CPI公布是往上拉嘛
[00:11:57] 显见市场有觉得
[00:11:59] 把一个不确定因素拿掉
[00:12:01] 而这个事情又没有太离谱的时候
[00:12:03] 是觉得我要舒缓一下的
[00:12:05] 那杀下来是因为美伊
[00:12:07] 又重新开火
[00:12:08] 川普又突然硬起来
[00:12:10] 但我不会非常介意
[00:12:11] 因为这件事情
[00:12:12] 他就是没有完全落幕
[00:12:14] 在没有完全落幕的时候
[00:12:16] 你就时不时听到
[00:12:16] 伊朗也在射飞弹
[00:12:18] 然后川普就时好时坏
[00:12:20] 川普的时好时坏
[00:12:21] 我想有他自己要拿捏的事情
[00:12:23] 像他昨天甚至看到CPI说
[00:12:25] 他喜欢通膨
[00:12:26] 他还讲出这样的话
[00:12:27] 这些背后一定有他的一个考量
[00:12:30] 但是我们只要记得一个大方向
[00:12:32] 就再怎么样
[00:12:34] 也许他希望短信有点压抑
[00:12:35] 或者一个来回或什么
[00:12:36] 他不会希望美股坏在他手上
[00:12:39] 他也不会希望美债坏在他手上
[00:12:43] 去年我解释比较多的都是在美债
[00:12:45] 因为非常多人觉得美债要垮了
[00:12:48] 美债要玩了
[00:12:49] 非常多人把这个稳定性资产当作
[00:12:51] 觉得是一个风险性资产
[00:12:53] 不停地再来炒嘛
[00:12:54] 对
[00:12:54] 那我有提到
[00:12:55] 如果您的资产没有高到
[00:12:57] 需要配置稳定收息的东西
[00:12:59] 你就不要管美债了
[00:13:00] 因为你会觉得机会成本被剥夺
[00:13:03] 别人的股票都在涨
[00:13:04] 但是如果你是需要稳定收息的
[00:13:06] 他确实是一个稳定收息的来源
[00:13:08] 是
[00:13:08] 这边就不在赘述美债的部分
[00:13:11] 只是我觉得我们要在这个大前提
[00:13:13] 就好像明翰哥
[00:13:14] 他每次的大前提
[00:13:16] 就是他观察企业在科技
[00:13:18] AI上的发展财报没有问题
[00:13:20] 你一定要有一个大前提
[00:13:22] 你才知道接下来怎么做
[00:13:24] 所以川普讲这些话的时候
[00:13:26] 其实我觉得杀就杀吧
[00:13:27] 我不会很在意
[00:13:28] 对
[00:13:28] 那刚刚施工讲到的
[00:13:30] 为什么我说非常认同
[00:13:31] 因为刚好昨天啊
[00:13:32] 就是以前我的旧事
[00:13:35] 好朋友
[00:13:35] 他难得有回来上我节目
[00:13:37] 就是M平方的创办人
[00:13:39] Richel
[00:13:39] 他就讲了一个事情
[00:13:41] 因为他对华许是有一个深刻的观察
[00:13:44] 他说华许
[00:13:45] 很奇妙的是川普任命他
[00:13:47] 我就借花献佛一下
[00:13:49] 是跟Richel讨论的结果
[00:13:50] 他其实是偏音的
[00:13:53] 跟这个川普一直很希望
[00:13:55] 鲍尔之前不是掐着鲍尔脖子
[00:13:57] 我要怎么弹劾你
[00:13:58] 我要怎么弄你
[00:13:59] 你担心跟我讲将席
[00:14:00] 可他选了一个华许
[00:14:01] 是偏鹰派的
[00:14:03] 他讨厌QE
[00:14:04] 他讨厌撒钱
[00:14:05] 他讨厌联准会
[00:14:06] 会后还要开记者会
[00:14:08] 跟市场做沟通
[00:14:09] 他讨厌所有这种事情
[00:14:11] 他讨厌点证图要投票
[00:14:13] 他讨厌这些事情
[00:14:15] 所以这个人
[00:14:16] 在第一次要开会的时候
[00:14:19] 市场肯定是一个高度警戒
[00:14:21] 所以下个礼拜
[00:14:23] 在这件事情上面
[00:14:24] 我想震荡不可能没有
[00:14:26] 对
[00:14:26] 然后第二个当然是日央升息
[00:14:28] 其实在2024年
[00:14:30] 我们有一次在探讨到
[00:14:31] 前面几次为什么有大跌
[00:14:32] 2024年的8月
[00:14:34] 除了辉达那时候
[00:14:35] 好像公布财报
[00:14:36] 大家有点疑虑
[00:14:37] AI泡沫的疑虑之外
[00:14:38] 就是日央考虑要升息
[00:14:40] 大家觉得全球便宜借日元
[00:14:42] 这件事情不复返了
[00:14:43] 所以造成全球去杠杆
[00:14:45] 但是这次日央升息
[00:14:47] 他会不会有那么大的去杠杆
[00:14:49] 我觉得就不会了
[00:14:50] 对
[00:14:50] 因为去过了嘛
[00:14:52] 杜鞭太太已经回家了
[00:14:53] 对
[00:14:53] 就是他会有震撼
[00:14:56] 可是可能不会震撼那么大
[00:14:58] 我觉得大家没有遇过的事情
[00:15:00] 还是滑雪
[00:15:00] 就是没有遇过
[00:15:01] 这个人从来没遇过
[00:15:03] 那如果他真的
[00:15:05] 如玉琪律会后
[00:15:06] 不想跟记者沟通
[00:15:07] 然后不想投票
[00:15:09] 说出我不给你们任何千瞻指引
[00:15:11] 等等的
[00:15:12] 我觉得这个事情
[00:15:13] 就会是下礼拜一个震荡比较大的
[00:15:15] 但完全认同施工讲的
[00:15:16] 同样的事情
[00:15:17] 利空有过了之后
[00:15:18] 下次就不是利空了
[00:15:20] 对
[00:15:21] 没有错
[00:15:21] 好
[00:15:22] 那么我先讲一下滑雪
[00:15:24] 这个事情
[00:15:25] 其实呢
[00:15:26] 他是对的
[00:15:27] 我必须要讲
[00:15:28] 他是对的
[00:15:29] 因为
[00:15:29] 不要跟市场在沟通
[00:15:30] 对
[00:15:31] 因为本来就是这个样子
[00:15:33] 是
[00:15:33] 因为呢
[00:15:34] 这个财经界有句名言
[00:15:35] 这个是
[00:15:36] 这个是永久不会变的名言
[00:15:38] 他说
[00:15:40] 其实这个世界上
[00:15:41] 唯一有权利说谎的是谁
[00:15:43] 就是央行总裁
[00:15:44] 是
[00:15:45] 因为你不能让
[00:15:46] 全世界人都知道
[00:15:48] 你的货币政策
[00:15:49] 你的财经政策
[00:15:50] 要怎么走哪个方向
[00:15:52] 对
[00:15:52] 所以鲍尔很会讲话
[00:15:54] 讲完你听不懂
[00:15:55] 对
[00:15:56] 可是你从什么点证图啊
[00:15:59] 什么大致上可以看出来
[00:16:00] 他们大概是
[00:16:01] 想法是怎么样子
[00:16:03] 比较偏音派
[00:16:04] 比较偏歌派
[00:16:05] 其实连这种
[00:16:06] 都不应该让人家知道
[00:16:09] 所以我是赞成他的
[00:16:10] 不过呢
[00:16:11] 据我对他了解呢
[00:16:12] 他大概
[00:16:13] 现在大概不会
[00:16:14] 不会升息了
[00:16:16] 因为现在升息的话
[00:16:17] 打击太大了
[00:16:18] 所以呢
[00:16:19] 可是呢
[00:16:20] 他会锁表
[00:16:21] 他不要再购债了
[00:16:23] 事实上我们有看到
[00:16:24] 鲍尔在任
[00:16:25] 虽然感觉上
[00:16:26] 他跟川普的感情不太好
[00:16:28] 然后甚至有时候言论偏音
[00:16:30] 可他有持续的
[00:16:32] 在跟美国市场上购买
[00:16:33] 所谓的短债
[00:16:34] 对
[00:16:34] 就是释放资金的流动性
[00:16:36] 可是从4月5月开始
[00:16:38] 就是要交接给华许开始
[00:16:40] 美国的购债行为
[00:16:41] 有明显的金额下降
[00:16:43] 可是发债的
[00:16:44] 预估要发债的金额
[00:16:45] 却是放大
[00:16:46] 这件事情确实会是一个
[00:16:48] 资金上面流动的压力
[00:16:50] 没错
[00:16:50] 他这个
[00:16:51] 他未来应该会朝这个方向发展
[00:16:54] 5月已经有了
[00:16:55] 5月数字就是买债的金额
[00:16:57] 降下来了
[00:16:58] 对
[00:16:58] 所以可能这方面
[00:17:00] 可能要稍微的注意一下
[00:17:02] 不过
[00:17:03] 我们讲的是说表
[00:17:05] 跟这个
[00:17:06] 跟降息比起来
[00:17:07] 当然是比较温和的一个力量
[00:17:10] 所以可能还好
[00:17:11] 跟升息比起来
[00:17:12] 这一方面可能还好
[00:17:14] 那我比较担心的是
[00:17:16] 这个资金排挤的效应
[00:17:18] 因为今年下半年
[00:17:19] 就是从12号的这个
[00:17:21] SpaceX挂牌开始
[00:17:23] 接下来有OpenAI
[00:17:25] 对
[00:17:25] 要挂牌
[00:17:26] 再下有那个
[00:17:26] Enthopic
[00:17:27] Enthopic
[00:17:27] 我们也是想到
[00:17:28] 那个英文就很难念
[00:17:29] 蛮难念
[00:17:30] 还有人会念个弹蛇英文
[00:17:32] 没办法
[00:17:32] Enthopic
[00:17:33] Enthopic
[00:17:34] 对
[00:17:35] OK好
[00:17:36] 那么大概
[00:17:37] 大概要吸
[00:17:39] 这个排挤了
[00:17:41] 大概差不多
[00:17:41] 五六千亿的美元的资金
[00:17:43] 那所以呢
[00:17:43] 在这种情况之下
[00:17:45] 它排挤会排挤到谁呢
[00:17:47] 这个AI概念股
[00:17:48] 记忆体的股票
[00:17:50] 因为这些股票呢
[00:17:51] 在过去这段时间
[00:17:52] 都涨了很多很多很多了
[00:17:54] 所以呢
[00:17:54] 可能在这一方面呢
[00:17:56] 会产生一些资金排挤效应
[00:17:58] 这一点大家可能
[00:17:58] 要稍微注意一下
[00:18:00] 好
[00:18:01] 等一下我们也当然
[00:18:01] 会再跟大家讲一下
[00:18:02] 排面上比较热的产业
[00:18:04] 那我来分享一下
[00:18:06] 就是如果度过了下礼拜
[00:18:08] 当然还有所谓的资金排挤效应
[00:18:09] 但是这市场是很奇妙的
[00:18:12] 只要你气氛恢复乐观的时候
[00:18:14] 你就不缺钱了
[00:18:16] 对
[00:18:16] 你不用等联准会撒钱
[00:18:18] 就不缺钱了
[00:18:19] 你说过去的几个月
[00:18:21] 联准会有特别撒钱吗
[00:18:23] 就是透过所谓的购买短债
[00:18:25] 可是四月五月
[00:18:26] 根据数据
[00:18:27] 他们购买短债的钱已经变少了
[00:18:29] 也就是联准会
[00:18:30] 事实上已经在偷偷缩表了
[00:18:32] 可是你有感觉吗
[00:18:33] 没有
[00:18:34] 美股创新高
[00:18:36] 台股创新高
[00:18:36] 没有感觉嘛
[00:18:37] 那现在只是所有的事情
[00:18:40] 它有时候会集中在一起发生
[00:18:42] 例如说
[00:18:43] 他们就会推给
[00:18:44] 博通对前瞻指引
[00:18:45] 就前面的下一季的展望
[00:18:47] 觉得比较淡
[00:18:48] 有报告说
[00:18:50] 这个辉达的Virubin的
[00:18:52] 记忆体用量要减半
[00:18:53] CPU现在就卡在量率不够
[00:18:56] 成本又高
[00:18:57] 要推延推出的时间
[00:18:58] 它会集中在一起
[00:19:00] 美育最近怎么又不和平了
[00:19:02] 然后CPU要公布了
[00:19:04] PPI
[00:19:05] 今天晚上有PPI
[00:19:06] 下礼拜要连续
[00:19:07] 好
[00:19:07] 刚好所有的事情
[00:19:09] 又集中在一起了
[00:19:10] 可是四五月
[00:19:11] 明明就已经在缩表
[00:19:12] 为什么不反应
[00:19:13] 就因为那时候
[00:19:14] 没有其他的条件
[00:19:15] 而四五月
[00:19:16] 美育也没有真和谈
[00:19:18] 对
[00:19:18] 对不对
[00:19:19] 所以现在就是一个
[00:19:20] 市场气氛的问题
[00:19:22] 这个东西就是
[00:19:23] 其实你开始发现
[00:19:24] 当市场要走一个
[00:19:26] 多头行情的时候
[00:19:27] 全部都是好消息
[00:19:28] 全部都没有差
[00:19:29] 对不对
[00:19:29] 都没关系
[00:19:30] 因为坏消息出来的时候
[00:19:32] 它立刻被好消息掩盖过去了
[00:19:34] 或者是会被投资人
[00:19:36] 尤其是法人
[00:19:37] 他把它解读成利空出境
[00:19:39] 对不对
[00:19:40] 你一个坏消息出来
[00:19:41] 它利空出境
[00:19:42] 继续飙
[00:19:43] 好
[00:19:43] 那么反过来讲
[00:19:45] 当这个股市
[00:19:46] 已经开始出现
[00:19:47] 有一点点的动摇的时候
[00:19:50] 大家信心已经有点动摇的时候
[00:19:51] 你听到的任何消息
[00:19:53] 都可以把它解读成
[00:19:55] 利多出境
[00:19:56] 或者是利空
[00:19:58] 对不对
[00:19:58] 你说博通的这件事情
[00:20:00] 有很严重吗
[00:20:01] 没有
[00:20:01] 根本没有很
[00:20:02] 数据是好的
[00:20:03] 对啊
[00:20:04] 它的数据是好的
[00:20:05] 展望也还是成长
[00:20:06] 对
[00:20:07] 可是它竟然会叠成这个样子
[00:20:10] 叠烂
