[00:00:00] 欢迎收听
[00:05:44] 那搭配大盘的部分
[00:05:45] 既然今天有点刻意压低
[00:05:47] 那理论上明天应该是有机会
[00:05:49] 大型股又一些反弹的空间
[00:05:51] 所以我觉得在明天的部分
[00:05:54] 应该是可以比较乐观
[00:05:55] 来期待整个指数
[00:05:56] 有反弹的状况
[00:05:57] 那反弹上去
[00:05:58] 大家就会觉得说
[00:05:59] 那明天台股反弹
[00:06:00] 应该是要挑战月线的支撑
[00:06:03] 那月线因为
[00:06:05] 从上礼拜我跌破之后
[00:06:06] 明天刚好是第三天
[00:06:07] 所以明天如果大盘
[00:06:09] 能够站稳月线的关卡的话
[00:06:11] 最少我觉得
[00:06:12] 那一种所谓的急杀破底
[00:06:14] 要回撤季线关卡的这种机会
[00:06:16] 也会相对降低许多
[00:06:18] 所以我觉得整体上投资人
[00:06:19] 应该现在要考虑的是
[00:06:21] 那会不会明天的反弹
[00:06:22] 是人道走廊
[00:06:23] 那接下来七月份行情会不好
[00:06:26] 那我们从几个面向来看
[00:06:28] 第一个就是
[00:06:28] 以美股的情况
[00:06:30] 你可以看到礼拜六礼拜天
[00:06:31] 我看到很多人都很紧张
[00:06:33] 因为看到美伊又在开打了
[00:06:35] 对啊
[00:06:36] 然后川普又放话
[00:06:37] 要让伊朗消失
[00:06:38] 好 怎么又来了
[00:06:40] 但是我想有另外一边
[00:06:42] 也会去同步赶快看一下
[00:06:43] 油价有没有变化
[00:06:45] 对不对 大家有学聪明了
[00:06:46] 对 所以今天油价
[00:06:48] 基本上来讲是小涨
[00:06:49] 并没有大幅度的这个
[00:06:50] 往上拉高
[00:06:52] 那大家也发现到
[00:06:53] 这个被打的霍轮
[00:06:54] 居然是台湾的长龙
[00:06:56] 对不起 我还没注意到是长龙
[00:06:59] 对 长龙霍轮被攻击
[00:07:01] 哎呦喂啊
[00:07:01] 有没有怎么样
[00:07:02] 没有怎么样
[00:07:02] 就是说窗户破了
[00:07:04] 然后加本有凹陷
[00:07:05] 但整体上船是顺利开出了
[00:07:07] 这个相关的
[00:07:08] 这个伊朗的一个战区
[00:07:10] 所以人船都平安没事
[00:07:13] 股价今天长龙有反弹啊
[00:07:15] 但这也就代表说
[00:07:16] 地缘政治还是非常的混乱
[00:07:18] 对
[00:07:18] 但大家可以注意到
[00:07:19] 那为什么今天美股的电子盘大涨
[00:07:21] 就是因为还是说
[00:07:23] 虽然说互相攻击了
[00:07:24] 但美伊还是要继续和谈
[00:07:26] 是
[00:07:26] 那就代表说
[00:07:27] 其实我们上次有跟大家提过
[00:07:29] 这个礼拜五美股是修饰的
[00:07:31] 礼拜六是美国的国庆日
[00:07:33] 所以目前主流的看法都会认为说
[00:07:37] 在国庆日之前
[00:07:38] 川普还是希望美股能够创高
[00:07:40] 因为是250周年的国庆日
[00:07:44] 算大日子
[00:07:45] 对
[00:07:45] 所以我觉得可能在短线上来讲
[00:07:47] 这两天就礼拜
[00:07:49] 一礼拜二
[00:07:50] 大家可能关注的是
[00:07:50] 美股因为有所谓的资金的
[00:07:53] 借底在平衡
[00:07:54] 养老基金
[00:07:55] 然后股债平衡基金
[00:07:56] 这边会做一些所谓的资金的调配
[00:07:59] 所以你看到美股在上个礼拜五
[00:08:01] 也比较震荡
[00:08:02] 甚至说你看到上个礼拜五
[00:08:03] 如果大家统计整个礼拜
[00:08:05] 美股的表现
[00:08:06] 有AI股票上礼拜是整周收跌
[00:08:08] 那没有AI股票像一些所谓的能源
[00:08:11] 然后必需消费
[00:08:13] 然后相关的一些公用事业股票
[00:08:16] 在上个礼拜五的美股表现是
[00:08:18] 上个礼拜整周表现都很好
[00:08:20] 所以也代表说美股现阶段
[00:08:22] 也是进行到高低机器的轮动
[00:08:24] 但整个大架构上来说
[00:08:26] 我觉得在7月4号国庆日之前
[00:08:29] 美国股市应该有机会维持一个反弹向上
[00:08:33] 那有没有机会拉高到所谓的历史新高
[00:08:35] 如果以四大指数来看
[00:08:37] 我觉得比较有机会应该在道琼指数
[00:08:39] 因为离历史新高非常接近
[00:08:41] 那非半跟纳达克都有一定的距离
[00:08:43] 所以除非有非常大的利多
[00:08:45] 那不然我觉得可能川普宣传他的政绩说
[00:08:48] 你看我们的道琼指数
[00:08:49] 在我的任内又创下历史的新高
[00:08:52] 那我觉得这个代表说
[00:08:54] 其实以这个台股跟美股的状况来看的话
[00:08:58] 我觉得目前都缺那么一点点的
[00:09:00] 所谓的多方领头羊的一个攻击的一个态势
[00:09:04] 所以大家感受上会觉得说好像很难做
[00:09:07] 好像没有储留
[00:09:08] 我觉得都跟这样的一个资金的氛围有关
[00:09:11] 好
[00:09:12] 很难做
[00:09:14] 那我们也有提到最近整体局势来说
[00:09:17] 是处于一个资金要收缩的状态
[00:09:20] 对不对
[00:09:21] 因为美股跌什么呢
[00:09:22] 其实从前两个礼拜可以看到
[00:09:24] 美元指数在往上走
[00:09:26] 所以就有跟大家分享说
[00:09:27] 滑雪那番话
[00:09:28] 到接下来下半年到底华尔街
[00:09:31] 或是说联准会
[00:09:32] 会不会如预期的升息
[00:09:34] 因为现在华尔街也很乱
[00:09:36] 我们都知道美银是最阴的
[00:09:37] 美银觉得九十十二月更会升息一马
[00:09:40] 但是也有其他的机构觉得今年是不会升息的
[00:09:43] 大家在炒的过程中
[00:09:45] 就会发现资金收缩
[00:09:47] 然后我觉得还有一个事情是最现实的
[00:09:49] 就是其实美国在减少购债这件事情
[00:09:52] 就是把资产负债表缩小这件事情
[00:09:54] 是从今年四月就蛮明显的
[00:09:57] 有数据可以查的
[00:09:58] 就他们从市场上购买公债的比率是一直下降
[00:10:02] 等于华尔上任前就在收缩资产负债表了
[00:10:06] 所以美国有资金收缩的问题
[00:10:08] 那像Space挂牌
[00:10:10] 今天有说OpenAI要延后挂牌
[00:10:11] 他们都有吸走市场资金的一些
[00:10:14] 就是造成这样的效应
[00:10:17] 那韩国大家也知道
[00:10:18] 也是有一连串希望大家杠杆不要开太大
[00:10:20] 那台湾现在也是有这样的清新
[00:10:22] 所以等于这两三个礼拜
[00:10:24] 大家会感受到有一些政策上面会对资金收缩有问题
[00:10:29] 那与之余对抗的当然就是各大云端业者
[00:10:34] 或者说陆陆续零星的各业者跟AI相关的好了
[00:10:37] 缴出来的财报或者讲出来的展望还是很好
[00:10:39] 就变成两个东西在抗衡
[00:10:41] 那刚刚为什么讲说
[00:10:43] 我有感受到听众观众或是一般投资人
[00:10:45] 现在压力好比较大
[00:10:46] 因为毕竟指数的位阶就是一度攻进将近五万点
[00:10:50] 好每一次回档
[00:10:52] 那手上有留现金人就会说
[00:10:54] 这次回档我一定要减啦
[00:10:55] 那手上高杠杆就紧张一下
[00:10:58] 就紧张一下
[00:10:59] 可是坦白讲
[00:11:00] 最近这一两个月即使有杀到月线下
[00:11:03] 你说有没有真正去杠杆
[00:11:04] 还没有
[00:11:05] 就真的是政府有一些政策没有错
[00:11:09] 可是个人上的其实没有去杠杆
[00:11:11] 因为只要一涨
[00:11:12] 你就发现融资马上就加回来
[00:11:14] 只要一涨你就发现大家就是很勇敢
[00:11:17] 叫做带着钢盔往前冲
[00:11:19] 围台也大做多什么的
[00:11:21] 当然有人说这是聪明围台吗
[00:11:23] 这是聪明融资吗
[00:11:24] 都有可能
[00:11:25] 可是我想一般散户朋友肯定也是把杠杆开得比较高了
[00:11:29] 不是说这些杠杆都开在大户身上那么厉害
[00:11:31] 所以在这样的情况下
[00:11:34] 指数位阶越定越高
[00:11:35] 那后来好像没事了去减
[00:11:37] 结果就被套牢了
[00:11:39] 所以现在的指数会造成有一群人
[00:11:43] 其实手上的股票是一种尴尬的
[00:11:45] 不会被断头
[00:11:46] 但是被套牢
[00:11:48] 那一有风吹草动
[00:11:49] 心情不是很好
[00:11:50] 那今天的反攻显然大家追加来意愿就变得非常的缺
[00:11:54] 大家觉得就是不太舒服
[00:11:56] 所以我觉得像这样子的心理压力
[00:11:59] 会不会造成下一次再有一个风吹草动
[00:12:03] 而让大家忍不住了
[00:12:04] 先迈再说
[00:12:05] 我觉得这个是在心理层面上需要观察
[00:12:08] 但是也想要请教汉语格
[00:12:09] 你觉得如果资金收缩对上了产业还在往上走这件事
[00:12:15] 我们要怎么综合评估七八九月就第三季
[00:12:18] 我们还是可以有一个比较好的展望
[00:12:19] 对刚刚讲的
[00:12:21] 我觉得其实从上礼拜四礼拜五可以看到这样的现象
[00:12:24] 就是说你发现到礼拜五台股是跌了大概还蛮重的
[00:12:28] 好像史上第三大跌点
[00:12:29] 尤其是上礼拜五大家感受最差的是因为
[00:12:32] 原本所有的强势主流股全面性的重挫
[00:12:36] 国际跌停板
[00:12:37] 联电
[00:12:38] 你所有知道的面板封装
[00:12:40] 然后分离式元件
[00:12:42] 被动元件
[00:12:43] 记忆体
[00:12:44] 所有的强势主流股
[00:12:45] 无一幸免都在大跌
[00:12:47] 那这样代表说
[00:12:48] 其实主力在上个礼拜五是积极的
[00:12:51] 可能就是做一个获利离场的动作
[00:12:54] 那你看到自营商在上礼拜五是
[00:12:56] 史上应该最大单日卖潮吧
[00:12:58] 卖七百多亿
[00:12:59] 对卖七百多亿
[00:13:01] 所以看起来就是到了季底
[00:13:03] 这些可能比较敏感的自营商先选择
[00:13:06] 可能会了结
[00:13:07] 那主力的部分发现到
[00:13:08] 市场的情绪跟氛围不对
[00:13:11] 也开始做一些出场的动作
[00:13:13] 所以这样的情况
[00:13:14] 当然就大家觉得
[00:13:15] 那留下来的
[00:13:16] 我们讲这个台股的第四大法人
[00:13:18] 我们讲这个散户大军们
[00:13:19] 感受就非常不好
[00:13:21] 好像大家都在跑
[00:13:22] 我还没跑该怎么办
[00:13:23] 那我觉得这个时间点
[00:13:24] 就像赵华刚刚所讲的
[00:13:26] 本来到第三季
[00:13:27] 如果搭面到所谓的
[00:13:29] 去杠杆
[00:13:29] 然后资金在退潮
[00:13:31] 大家观望气氛比较浓厚的时候
[00:13:33] 我会跟大家讲
[00:13:34] 第三季你可能就要做一个
[00:13:36] 这个范围的紧缩
[00:13:38] 也就是说你可能会看到
[00:13:39] 未来这几天
[00:13:41] 或说整个第三季开始
[00:13:43] 量能开始在缩小
[00:13:44] 也就是说你从这个四五六月份
[00:13:47] 为什么台股这么热
[00:13:48] 就是因为每天的成交上是
[00:13:49] 大概1.2兆到1.6兆
[00:13:52] 那有时候好的时候
[00:13:53] 可能到1.8兆
[00:13:54] 那不好的时候
[00:13:55] 大概就1.2兆
[00:13:55] 所以当量能这么大的时候
[00:13:57] 大家会觉得百花齐放
[00:13:58] 每天轮动
[00:13:59] 好像大家都有机会
[00:14:00] 每天大家可以醒来
[00:14:02] 等着数钞票
[00:14:02] 但到了七八九月份
[00:14:05] 如果说整个量能开始退潮
[00:14:07] 你要习惯的是
[00:14:08] 如果每天的量
[00:14:09] 大概在一朝上下的话
[00:14:11] 那可能资金的轮动
[00:14:13] 就会变慢
[00:14:14] 那强势股的
[00:14:15] 它的延续力道
[00:14:16] 就不会那么强
[00:14:17] 你看被动元件
[00:14:18] 从四月份起涨
[00:14:19] 涨到六月份还在涨
[00:14:20] 那如果接下来量能退潮的话
[00:14:23] 被动元件可能有涨有利多
[00:14:25] 可能反应个一两天
[00:14:26] 它就会开始出现休息整理
[00:14:28] 轮到下一个族群
[00:14:29] 所以大家在整个七八九月部分
[00:14:31] 我觉得可能就是
[00:14:32] 两个方向
[00:14:34] 你可以选择
[00:14:36] 你真的认同
[00:14:37] 它产业向上的一个族群
[00:14:39] 那不用每天买
[00:14:40] 遇到重要支撑买
[00:14:42] 或遇到大碟的时候买一点
[00:14:43] 然后就放着它
[00:14:44] 因为要等它族群的轮动
[00:14:46] 那另外一块就是说
[00:14:48] 你可能可以跟随着所谓的
[00:14:50] 短线的题材
[00:14:52] 去做一些轮动的操作
[00:14:53] 那尽量是以这种
[00:14:55] 短线的操作为主
[00:14:56] 也就是说接下来
[00:14:57] 你可以看到
[00:14:58] 今天盘面上
[00:14:58] 很强在生技族群
[00:15:00] 因为七月中有所谓的生技月
[00:15:02] 所以就有一些
[00:15:03] 生技股的一些题材发酵
[00:15:04] 那但是它能够做多久
[00:15:06] 好像就做一两个礼拜
[00:15:07] 那你看今天的军工股
[00:15:09] 这个雷虎 汉翔
[00:15:11] 然后亚航 长龙航
[00:15:13] 大概动起来
[00:15:14] 但是你心里面会觉得说
[00:15:15] 它到底可以做多久
[00:15:16] 好像也就一两个礼拜
[00:15:18] 所以你可能就会变成说
[00:15:20] 以短线的心态
[00:15:21] 去因应七八月份的一个操作
[00:15:23] 但是重点还是在说
[00:15:25] 你在这一段时间的操作里面
[00:15:26] 一定要去布局
[00:15:28] 第四季会好的一个产业
[00:15:30] 对 所以你就逢低去
[00:15:32] 捡一些便宜
[00:15:33] 用左侧的方式
[00:15:34] 去累积你一些
[00:15:36] 看好产业的部位
[00:15:37] 那等到第四季航行上去之后
[00:15:39] 我觉得当然就会有
[00:15:40] 这个发酵的空间
[00:15:41] 但是这一段时间
[00:15:42] 大家就会感觉
[00:15:43] 好像那种垃圾时间一样
[00:15:44] 好像做好像也没太大意义
[00:15:47] 不做好像会错过了什么
[00:15:49] 所以我会跟大家讲
[00:15:50] 这时候我觉得最简单的方法
[00:15:51] 就是控制你的资金的比重
[00:15:53] 既然不确定性高
[00:15:55] 那你整理上
[00:15:56] 你就不要all in压得太重
[00:15:58] 有些人会觉得说
[00:15:59] 那我前段时间压得很满
[00:16:00] 该怎么办
[00:16:01] 对 那我觉得可能这时间点
[00:16:03] 你就要开始做一些太弱流强
[00:16:05] 尤其是我们刚刚提到
[00:16:06] 如果七月四号之前
[00:16:08] 美股会创高
[00:16:09] 代表这礼拜台国会反弹
[00:16:10] 那七月四号之后
[00:16:12] 马上警戒的就是台湾要公布
[00:16:14] 所谓的六月营收
[00:16:15] 那到七月十六号
[00:16:16] 台阶号法说会
[00:16:17] 所以我觉得这一段时间
[00:16:19] 从六月三十号
[00:16:21] 到七月十号台阶法说会之前
[00:16:23] 这段时间如果台股是上涨
[00:16:25] 那我觉得应该是要做一些
[00:16:26] 太弱流强
[00:16:27] 去做一些换股操作
[00:16:28] 把资金集中一下
[00:16:30] 如果大家现阶段
[00:16:31] 你看一下你的库存
[00:16:32] 什么题材都有
[00:16:33] 什么都买一点的
[00:16:34] 那我觉得到时候
[00:16:35] 你可能要缩减你的题材
[00:16:37] 或者说你的个股的档数
[00:16:38] 集中在少数集档
[00:16:40] 我觉得可能就有业绩保护的
[00:16:42] 或者说产业趋势
[00:16:43] 向上的一些重点的题材
[00:16:45] 我觉得可能
[00:16:46] 七八九月比较适合金兵制
[00:16:49] 就是你可能集中集档个股
[00:16:51] 我觉得效果比较好
[00:16:52] 如果是打得太散的话
[00:16:53] 可能相对来看
[00:16:55] 就算有涨
[00:16:56] 效果我觉得也是有限
[00:16:57] 那你打得太散的部位
[00:16:59] 不妨把它
[00:16:59] 做一些所谓减股换档
[00:17:02] 去做一个资金集中
[00:17:03] 或者说保留一点现金水位
[00:17:05] 去等待后面震荡之后
[00:17:07] 浮现出来的机会
[00:17:08] 因为我觉得再怎么说
[00:17:10] 都是回到到底
[00:17:12] 大家现在的持股有多满
[00:17:14] 因为如果现在持股很低
[00:17:17] 也有压力
[00:17:17] 因为你会觉得
[00:17:18] 有时候很奇怪
[00:17:19] 你就是持股低的时候
[00:17:20] 行情说来就来
[00:17:21] 突然就喷好几千点
[00:17:23] 然后你看到别人
[00:17:23] 我到昨天六日
[00:17:25] 在网路上逛的时候
[00:17:26] 都还看到很多人觉得
[00:17:28] 都半年过去了
[00:17:29] 我今年的虽然有赚钱
[00:17:31] 可是赚输别人很多
[00:17:33] 别人都赚几倍几倍
[00:17:34] 我只有赚几十八把啦把啦
[00:17:36] 还是有这种会有
[00:17:38] 所谓的报酬率焦虑的人喔
[00:17:40] 那如果您把持股降得很低
[00:17:43] 你会有报酬率焦虑
[00:17:44] 那我反而觉得
[00:17:46] 你趁最近中小型股
[00:17:47] 修正的比较多
[00:17:48] 适度的回补一点点的股票
[00:17:50] 我觉得是没有问题的
[00:17:52] 或者是我们
[00:17:52] 真的讲烂掉了
[00:17:53] 就是你回补一些些
[00:17:55] 比较积极的ETF
[00:17:56] 我觉得也没有问题
[00:17:57] 那如果您的持股是适中
[00:17:58] 例如说像我都一直觉得
[00:18:00] 我的持股是适中
[00:18:01] 因为我都一直有保留到
[00:18:03] 我觉得真的是足够的现金
[00:18:05] 那大家也知道
[00:18:06] 上一次其实回到月线
[00:18:08] 就等于是两礼拜前
[00:18:09] 那次我也减了ETF嘛
[00:18:11] 后来回谈之后
[00:18:13] 我就开始有加码一些个股
[00:18:14] 欸很刺激喔
[00:18:16] 真的
[00:18:16] 就可能突然之间
[00:18:18] 它就涨停板
[00:18:18] 然后突然之间这两天
[00:18:20] 也有不少股票
[00:18:21] 一下子回吐就是10%
[00:18:22] 就吐掉了
[00:18:23] 就没有了
[00:18:24] 真的是很刺激
[00:18:25] 可是整体来说
[00:18:27] 其实获利的部位
[00:18:28] 没有什么很大幅的增减
[00:18:31] 就是两度都回到月线
[00:18:32] 最近又回到月线了
[00:18:34] 但是我今天有在做一些减压
[00:18:36] 你说这个减压
[00:18:37] 有没有可能减错呢
[00:18:39] 大家还记得上次我减压
[00:18:40] 把国具跟信仓店卖飞
[00:18:42] 对不对
[00:18:42] 虽然挨好了一会儿
[00:18:44] 可是现在回头来看
[00:18:45] 其实信仓店又有点回到
[00:18:47] 我卖出来的那个价钱了嘛
[00:18:49] 但国具其实还是
[00:18:50] 比我那时候卖出来的价钱还要高
[00:18:52] 这都没有什么
[00:18:53] 重点是那时候
[00:18:54] 你有换出了一些现金
[00:18:56] 你也是用获利的方式做了解的
[00:18:58] 所以知道自己在做什么
[00:19:00] 卖飞一定会有一种
[00:19:01] 嗯的心情
[00:19:03] 但是等到行情修正下来的时候
[00:19:05] 你又会觉得
[00:19:06] 我的选择权又拿回来了
[00:19:07] 就是我现在又有现金可以加码
[00:19:10] 那我刚刚在录音前
[00:19:11] 我跟哈渊哥讲说
[00:19:12] 我今天也有做一些减压
[00:19:13] 我今天也是觉得说
[00:19:15] 我觉得7月的行情
[00:19:17] 我没有看不好
[00:19:19] 刚刚哈渊哥有讲
[00:19:20] 我自己也有跟听我朋友分享
[00:19:21] 因为我觉得6月营收
[00:19:22] 应该是还不错的
[00:19:23] 尤其是第二季的季报
[00:19:25] 应该是很漂亮的
[00:19:26] 不但有营收成长
[00:19:28] 可能毛利率提升
[00:19:29] 甚至有汇兑的收益
[00:19:31] 因为美元在6月很强
[00:19:33] 我们弱嘛
[00:19:34] 所以整个第二季现在看起来是好的
[00:19:36] 7月中台移电法术
[00:19:37] 我觉得也会讲得好
[00:19:38] 而他现在股价收压抑正好
[00:19:40] 因为他如果在法罗会前
[00:19:42] 就大涨特涨
[00:19:43] 那其实法罗会后
[00:19:44] 他就要休息好一阵子嘛
[00:19:46] 所以这些事情有支撑着我
[00:19:48] 其实觉得7月的行情是不错的
[00:19:50] 可是我不要自己
[00:19:51] 应该说每个人都检视自己
[00:19:53] 不是每个人都像我觉得
[00:19:55] 我明明手上有现金还具有压力
[00:19:58] 所以我今天有卖股票
[00:19:59] 我卖谁呢
[00:20:00] 我卖了功率元件
[00:20:01] 我把付顶给卖了
[00:20:03] 所以手上有付顶的朋友
[00:20:04] 可以谢谢我了
[00:20:04] 因为明天可能会卖非
[00:20:06] 我没有全卖
[00:20:07] 我卖了一半
[00:20:08] 为什么
[00:20:08] 因为我看到安西美在大跌
[00:20:10] 那我买功率又运气好一些些
[00:20:13] 对是买在一个大幅的起长点之前
[00:20:16] 没有什么翻倍转
[00:20:17] 但是是一个短线转
[00:20:19] 所以我觉得短线转
[00:20:20] 我已经觉得很满意了
[00:20:21] 今天我就处分了功率元件的部分
[00:20:24] 好然后我还有呢
[00:20:26] 把上个礼拜
[00:20:27] 我有跟大家讲说
[00:20:28] 行情一热嘛
[00:20:29] 不是试吃又来了
[00:20:30] 很多人会爆牌给我
[00:20:32] 像那种爆牌的
[00:20:33] 我就几乎也都卖了
[00:20:35] 因为有的小赚
[00:20:37] 有的小赔
[00:20:37] 但我觉得那些竟然是听来的
[00:20:40] 那听来的
