[00:00:00] 欢迎收听
[00:10:46] 那如果你有
[00:10:47] 我刚刚的这一步思考
[00:10:49] 你会发现说
[00:10:50] 你千万不能在礼拜一
[00:10:51] 第一盘就砍跌停
[00:10:52] 因为会高几率
[00:10:54] 会有一个反弹的动作
[00:10:55] 因为呢
[00:10:56] 夜盘收了那个下眼线
[00:10:58] 已经会给一些人信心了
[00:11:00] 或者是有一些人
[00:11:01] 他会洗手
[00:11:02] 那你会
[00:11:02] 在依据过去几次
[00:11:05] 大盘这波上海
[00:11:06] 除了关税那次之外
[00:11:07] 你会发现很多次
[00:11:07] 一开盘几乎快跌停的时候
[00:11:09] 后来都是假的
[00:11:10] 对
[00:11:10] 我如果大家有印象
[00:11:11] 可以去回想一下
[00:11:12] 那甚至呢
[00:11:13] 大概只要跌到很多个股
[00:11:15] 只要一开盘9点之后
[00:11:17] 就会开始做一个反弹的动作
[00:11:18] 所以我那时候跟大家说
[00:11:19] 你一定要等期货
[00:11:21] 跟现货一起开盘的时候
[00:11:22] 你再去做决定
[00:11:23] 然后呢
[00:11:24] 如果你要出股票
[00:11:26] 你真的想降水位的话
[00:11:27] 因为这个并不是一个
[00:11:29] 黑天鹅的事件
[00:11:30] 我会建议大家是
[00:11:31] 等到盘中的反弹
[00:11:32] 或者是隔天高几率
[00:11:34] 因为他收下引线隔天高几率再开高
[00:11:36] 隔天高几率再开高的时候
[00:11:38] 你再去做卖出的动作
[00:11:39] 反而在到礼拜二的时候呢
[00:11:41] 这一个反弹上来的时候
[00:11:43] 我那时候一样是
[00:11:44] 发了这个鸡汤文给大家
[00:11:46] 我说这个时候
[00:11:46] 你反而不应该追了
[00:11:47] 对
[00:11:48] 因为呢
[00:11:48] 你好不容易才降下水位
[00:11:50] 那谁可以追
[00:11:51] 就是你一直在等跌的人
[00:11:53] 但是你手上呢
[00:11:54] 那个陈数可能只有一成或两成
[00:11:56] 甚至空手的人
[00:11:57] 那这个时候呢
[00:11:58] 如果大盘直接V反
[00:12:00] 这个时候你手上一定要有一些部位
[00:12:01] 为什么
[00:12:02] 因为呢
[00:12:02] 如果你还继续维持0%到10%
[00:12:04] 那这里大盘如果直接V上去的话
[00:12:06] 你一定马上追不回来
[00:12:08] 所以你一定要让自己的水位
[00:12:09] 回到比如说四成或五成
[00:12:11] 所以反而是适合
[00:12:12] 高水位的人他去做降
[00:12:15] 因为乘反弹
[00:12:16] 那低水位的人
[00:12:17] 他应该去做一个增加水位的动作
[00:12:19] 然后接下来我的做法就是按兵不动
[00:12:21] 因为呢
[00:12:22] 那时候跟大家讲
[00:12:22] 接下来如果你觉得
[00:12:24] 飞龙就位指数已经这么严重了
[00:12:26] 那这样的一个数据就可以让大盘震荡的话
[00:12:29] 我说那接下来两个礼拜会证实你
[00:12:31] 是
[00:12:31] 因为很敏感
[00:12:32] 就市场对于任何一咪咪的利空都要反应
[00:12:36] 因为接下来
[00:12:37] 那时候在这个礼拜就有CPI嘛
[00:12:39] PDI
[00:12:40] 然后呢
[00:12:40] 接下来还有日本利率会议
[00:12:42] 是下礼拜
[00:12:43] FOMC
[00:12:43] 对
[00:12:43] 然后呢
[00:12:44] 事务日
[00:12:45] 好
[00:12:45] 事务日
[00:12:46] 结算
[00:12:46] 平常如果在涨的时候
[00:12:48] 事务日都当做没看到
[00:12:49] 对
[00:12:49] 然后现在呢
[00:12:50] 只要震荡一天之后
[00:12:51] 就会开始算什么时候有事务日了
[00:12:53] 对
[00:12:54] 那这样子的状况之下呢
[00:12:55] 我就会建议呢
[00:12:56] 如果在行情没有再度去测底的状况之下呢
[00:13:00] 大盘不够高
[00:13:02] 我就不再加水位了
[00:13:03] 是
[00:13:03] 比如说我六七成这样
[00:13:04] 那如果再破底的话
[00:13:05] 我就再稍微再降一点点水位
[00:13:07] 或者是呢
[00:13:08] 收在比如说礼拜一的低点附近
[00:13:10] 对
[00:13:11] 我的做法就是这样
[00:13:12] 那
[00:13:12] 可是基本上呢
[00:13:14] 我看了几天的期货夜盘之后
[00:13:16] 晚上稍微看比较晚
[00:13:17] 我会发现
[00:13:17] 其实大盘的高低点已经出来了
[00:13:19] 高低区间点
[00:13:20] 是
[00:13:21] 对
[00:13:21] 因为这个礼拜一口气
[00:13:23] 夜盘跌4000多点
[00:13:24] 因为大部分人喜欢看加全指数
[00:13:26] 但是呢
[00:13:26] 期货它已经跌了4000多点
[00:13:28] 所以它收的那个下引线的低点
[00:13:29] 一定是区间低
[00:13:30] 对
[00:13:31] 然后上面的高点出来
[00:13:32] 所以我会建议大家就说
[00:13:33] 不过这个高水位不要增加太多
[00:13:35] 不过这个低
[00:13:37] 也不要硬去减水位
[00:13:38] 因为毕竟
[00:13:38] 你会发现回顾整周
[00:13:41] 最重要的一个数据
[00:13:42] 就是上周五的
[00:13:43] 飞龙数据的影响而已
[00:13:44] 是
[00:13:44] 对
[00:13:44] 所以那时候给大家建议就是说
[00:13:46] 既然你已经调整到
[00:13:47] 6到7成的水位
[00:13:48] 你就给按兵不动了
[00:13:49] 那有的人他非常恐慌
[00:13:51] 那我就又教了他一招
[00:13:53] 就是呢
[00:13:53] 他可能本来100多%水位
[00:13:55] 那他瞬间说
[00:13:56] 老板我听你的话
[00:13:57] 我降了
[00:13:58] 可是
[00:13:58] 我的建议都是不要降到0%
[00:14:01] 那他就
[00:14:02] 我就说
[00:14:02] 你看哦
[00:14:03] 为了避免你以后买不回来
[00:14:05] 我说你就降到3成
[00:14:06] 对
[00:14:07] 或4成
[00:14:08] 我说我算给你听
[00:14:09] 如果你认为这里的台股的基本面
[00:14:11] 真的相信是为了最好
[00:14:12] 不然你就从今天起来
[00:14:13] 你不要玩股票了
[00:14:14] 对吧
[00:14:15] 因为你觉得
[00:14:16] 你这里都不相信台积电
[00:14:17] 这些公司了
[00:14:18] 但是如果你相信的话
[00:14:19] 我说就算大盘连续
[00:14:21] 真的不知道什么原因
[00:14:23] 跌停三天
[00:14:24] 你留下30%的水位
[00:14:26] 他只会让你总资产少9%
[00:14:28] 那我说
[00:14:29] 如果总资产少9%
[00:14:31] 你就不敢在这个市场上
[00:14:33] 投资股票的话
[00:14:34] 那其实真的是
[00:14:35] 要选择更保守的
[00:14:37] 同志型商品就好了
[00:14:38] 所以我就说
[00:14:40] 你看哦
[00:14:40] 在这样的状况下
[00:14:41] 而且我的书上还有再讲一个
[00:14:42] 我说如果大盘真的跌了30-40%
[00:14:44] 就像我刚刚讲的
[00:14:45] 台积电一定是跌到大概五成的
[00:14:47] 那这时候你把剩下的七成的资金
[00:14:49] 全部去买台积电
[00:14:50] 以我们过去的经验
[00:14:52] 至少它都会弹两到三成
[00:14:54] 对吧
[00:14:54] 大盘跌最多的时候
[00:14:55] 跌超过25%的时候
[00:14:56] 跌超过30%的时候
[00:14:57] 去买台积电
[00:14:58] 它一反弹都是20%到30%以上
[00:15:00] 那这个时候
[00:15:02] 你刚刚不是会少9%吗
[00:15:04] 那你在七成去乘以20%
[00:15:07] 你会赚14%回来
[00:15:08] 所以你是不用担心的
[00:15:09] 你只要相信大盘会继续往上
[00:15:11] 这个时候你反而要相信基本面的话
[00:15:13] 你那七成的台积电
[00:15:15] 最笨的选股
[00:15:16] 都会帮你把你留下来的部位
[00:15:18] 赔掉的钱给cover回来
[00:15:20] 你看
[00:15:21] 老板的鸡汤是食用型鸡汤
[00:15:24] 就里面有鸡腿的
[00:15:25] 太理性了
[00:15:26] 不是光有汤而已
[00:15:28] 我是讲真的
[00:15:29] 因为我会思考
[00:15:30] 这几天我在干嘛
[00:15:31] 像礼拜二
[00:15:32] 我就是去买了国具出关嘛
[00:15:34] 然后我也有跟我的
[00:15:36] 因为最近只要盘是波动比较大
[00:15:38] 我就会脸书比较频繁的发文
[00:15:40] 我就会讲说礼拜二
[00:15:41] 其实我有去买股票
[00:15:42] 可是我也在思考
[00:15:43] 我为什么要在大涨1000多点
[00:15:45] 去买股票
[00:15:45] 刚刚老板有点出一个重点
[00:15:47] 如果反而是觉得
[00:15:49] 手上持股本来就不是那么高的
[00:15:51] 可能就要胜防大盘
[00:15:52] 才跌一天就V转
[00:15:53] 所以我那天有这个心情
[00:15:55] 而且我比较幸运的是
[00:15:56] 因为这一波我都是赚到
[00:15:58] 被动员见的钱嘛
[00:15:59] 可是我没有买大哥
[00:16:00] 你的脸为什么喜悦藏不住
[00:16:02] 我没有买到国具好不好
[00:16:04] 但国具当天不是有个花旗
[00:16:06] 出了一份1500元的报告
[00:16:08] 而且那些还有大力光
[00:16:09] 5300元左右的报告
[00:16:11] 还有金像店的报告
[00:16:12] 所以一时之间那一天我就觉得
[00:16:14] 我再怎样
[00:16:15] 我也要去迎接
[00:16:16] 大哥国具出关这样子
[00:16:18] 可是第三天就吃苦头了
[00:16:20] 国具从涨停
[00:16:20] 立刻就打到半黑
[00:16:22] 所以印象就不好了
[00:16:23] 所以第三
[00:16:24] 礼拜三确实是体感最差的一天
[00:16:26] 但礼拜四我觉得还好
[00:16:28] 因为杀下来去买了ETF
[00:16:30] 那刚才老板讲了一个很大的重点
[00:16:32] 就是如果你真的持股一下
[00:16:34] 这样太快
[00:16:34] 或者像我这样东西卖飞掉了
[00:16:36] 你一定要补一些
[00:16:37] 接下来反弹
[00:16:39] 或是大盘继续
[00:16:40] 你相信大盘长期市值
[00:16:42] 恍右上的话
[00:16:43] 你可以信得过东西
[00:16:44] 它可以是台积电
[00:16:45] 它可以是市值型的东西
[00:16:47] 它可以像是0052那种
[00:16:48] 所谓的台湾电子科技
[00:16:49] 因为它就有75%台积电
[00:16:51] 诸如此类的
[00:16:53] 也是我们常常在跟听众朋友分享
[00:16:55] 它就是最保险的
[00:16:56] 可是个股有个股的魅力
[00:16:58] 就是当看到个股所涨停
[00:16:59] 那个感觉
[00:17:00] 对不对
[00:17:01] 和你买了市值
[00:17:02] 和铁衣店的感觉
[00:17:03] 它就是不一样
[00:17:04] 真的不一样
[00:17:05] 对
[00:17:05] 那我们这礼拜帮大家复盘完了
[00:17:07] 我觉得真的
[00:17:08] 有一个事情
[00:17:09] 一定要再三叮咛的事
[00:17:10] 不是等到出事的周末
[00:17:12] 才急忙忙的在想
[00:17:14] 我礼拜一要干吗
[00:17:15] 我刚刚看了一下
[00:17:16] 期货其实最低
[00:17:17] 是有杀到40,700多点
[00:17:19] 40,700多点
[00:17:21] 因为期货开盘的第一盘
[00:17:23] 是恐慌性的去杠杆
[00:17:25] 可是现货没有
[00:17:26] 现货最低就到42,000
[00:17:28] 对
[00:17:28] 所以如果说
[00:17:29] 这一个礼拜的话
[00:17:30] 他说很恐慌
[00:17:31] 其实也没有很恐慌
[00:17:32] 但大家要问你下礼拜
[00:17:34] 因为大家今天的心情
[00:17:36] 肯定是觉得
[00:17:37] 光是讲一个川普的和谈
[00:17:39] 我们也可以买单
[00:17:41] 也可以让大盘涨1000多点
[00:17:44] 那下个礼拜
[00:17:45] 是不是就不用太担心
[00:17:46] 联准会的利率决策会议了
[00:17:48] 会不会利空已经消散了呢
[00:17:51] 全台湾现在都是敏感性体
[00:17:52] 对
[00:17:53] 敏感性牙齿
[00:17:54] 对
[00:17:55] 好
[00:17:55] 我的想法是
[00:17:56] 你还是要先设定你的策略
[00:17:59] 我觉得都不是
[00:18:00] 我常说不是赢在预期
[00:18:02] 而是赢在修正
[00:18:03] 那我先把策略定出来
[00:18:05] 我刚刚已经有讲了嘛
[00:18:06] 就是说高低点
[00:18:07] 我认为的高低点
[00:18:08] 如果已经出来的话
[00:18:09] 那这个高低点就是
[00:18:11] 我做加减码的依据了
[00:18:12] 是
[00:18:12] 对
