[00:00:00] 欢迎收听
[00:05:59] 对
[00:05:59] 我觉得如果是因为
[00:06:00] 这件事情的话
[00:06:01] 它也是一个小的
[00:06:02] 就像刚刚讲的二级地震
[00:06:03] 因为它有一点点
[00:06:04] 小不切实际
[00:06:05] 当然如果它发生
[00:06:06] 它会是黑天鹅
[00:06:07] 因为就是市场
[00:06:08] 目前完全不这么想
[00:06:09] 对
[00:06:10] 那刚刚讲到韩国的事呢
[00:06:12] 你怎么看
[00:06:12] 就是既然说
[00:06:13] 帐上未实现利益
[00:06:15] 要来克税
[00:06:16] 要是克到你头上
[00:06:17] 你有什么想法
[00:06:18] 我觉得韩国政府呢
[00:06:20] 当然不希望说股市
[00:06:21] 太热
[00:06:23] 然后失控
[00:06:23] 对
[00:06:24] 终究是因为热的关系
[00:06:25] 对
[00:06:25] 但我想没有任何一个
[00:06:27] 国家的政策
[00:06:28] 会想要自攻啊
[00:06:29] 韩国股市今年的涨幅
[00:06:31] 这个一度是
[00:06:31] 就是翻倍了
[00:06:32] 欲练神功
[00:06:33] 必先自宗
[00:06:35] 那涨幅高居
[00:06:35] 就是全球第一了
[00:06:37] 所以我觉得
[00:06:37] 当然它的这个表现
[00:06:39] 是非常强眼
[00:06:40] 可是毕竟呢
[00:06:42] 也确实有很强的
[00:06:43] 基本面去做支撑
[00:06:44] 因为韩国股市
[00:06:45] 有一点跟台股
[00:06:47] 比较类似的
[00:06:48] 就是它的前两大
[00:06:49] 市值的个股分别
[00:06:50] 就是海力士跟三星
[00:06:51] 那占比其实
[00:06:52] 非常非常集中
[00:06:53] 所以一旦呢
[00:06:53] 海力士跟三星呢
[00:06:55] 一震荡一修正的时候
[00:06:56] 韩国可能就是立刻
[00:06:57] 就是动不动就跌到垄断
[00:06:58] 对
[00:06:59] 但是我刚才提到
[00:07:00] 就是说
[00:07:00] 第一个
[00:07:01] 你如果要对于
[00:07:02] 这个股票的一个
[00:07:03] 投资所的获利
[00:07:04] 要来课税
[00:07:05] 这已经算是一个
[00:07:06] 重磅级的利空了
[00:07:08] 那如果还要是
[00:07:09] 针对是所谓的账面
[00:07:10] 还没有实现的
[00:07:11] 就你现在只是
[00:07:12] 随着每天的市价
[00:07:14] 在波动
[00:07:15] 你还没有卖掉
[00:07:15] 放到口袋里
[00:07:16] 这个部分
[00:07:17] 要课税来讲的话呢
[00:07:18] 我们刚才讲了一个呢
[00:07:19] 这个比较深奥的名词
[00:07:21] 叫做
[00:07:21] 鸡增成本太高了
[00:07:22] 对
[00:07:22] 鸡增成本
[00:07:24] 我听到
[00:07:24] 大家不是那个
[00:07:25] 鸡里面的鸡增
[00:07:26] 就你要去查核
[00:07:28] 这件事情
[00:07:29] 鸡核的鸡
[00:07:29] 你要精准查核
[00:07:30] 我就跟我两个说
[00:07:32] 哇
[00:07:32] 你这个用字好高级
[00:07:34] 又好精准
[00:07:35] 因为这个不是
[00:07:36] 人民的权利受到侵犯
[00:07:38] 因为我们第一个想到是
[00:07:39] 你敢你敢来
[00:07:40] 我跟你拼了
[00:07:41] 各自隐私是一个问题
[00:07:42] 可是
[00:07:43] 要付出的政府成本
[00:07:44] 其实非常高
[00:07:45] 对
[00:07:45] 比方说啦
[00:07:46] 简单评论
[00:07:46] 我为了收理这一块税金
[00:07:48] 我搞不好花了什么
[00:07:49] 八毛钱的代价
[00:07:51] 是
[00:07:51] 对
[00:07:51] 其实它就不符合
[00:07:52] 成本效益的原则
[00:07:53] 那所以我觉得
[00:07:55] 这件事情呢
[00:07:56] 应该是
[00:07:57] 可能有点被放大渲染
[00:07:59] 不过
[00:07:59] 我想股市给了我们答案嘛
[00:08:01] 对
[00:08:02] 因为今天韩国股市
[00:08:03] 不就回升了吗
[00:08:04] 是
[00:08:04] 尤其刚才提到
[00:08:05] 海力市呢
[00:08:06] 今天其实涨了
[00:08:07] 这个2%到3%之间
[00:08:09] 也回升
[00:08:09] 对
[00:08:10] 所以除了就是说
[00:08:11] 韩国股市不会说
[00:08:12] 就此了
[00:08:13] 终结了它的多头之路
[00:08:15] 那除此之外
[00:08:15] 既然海力市都回升
[00:08:16] 我觉得隐含一件事情
[00:08:18] 昨天晚上
[00:08:19] 美股的暴跌
[00:08:20] 或美光的一个重挫
[00:08:21] 其实我觉得也不用把它
[00:08:22] 想成是完蛋了
[00:08:24] 它的财报或财测
[00:08:25] 是不是要蒙上了
[00:08:27] 这个阴影了
[00:08:28] 我觉得倒不是
[00:08:29] 当然毕竟
[00:08:29] 所有涨多的股票
[00:08:30] 每次我们从
[00:08:31] 辉达的经验
[00:08:32] 都看到很多次了
[00:08:34] 对
[00:08:34] 就是这种高位阶的股票
[00:08:36] 你99分的财测
[00:08:37] 都说你是不及格
[00:08:39] 都不行
[00:08:39] 对
[00:08:39] 但是当然它涨多
[00:08:41] 短线可能会有些
[00:08:42] 震荡修正
[00:08:42] 可是呢
[00:08:43] 也绝对不是说
[00:08:44] 所以整个记忆体呢
[00:08:45] 是不是又要
[00:08:47] 这个童话故事
[00:08:48] 变鬼故事了
[00:08:49] 我觉得也不是
[00:08:50] 那因为盘后来看呢
[00:08:52] 美光也涨了
[00:08:53] 这个一帕多了
[00:08:53] 那今天
[00:08:54] 海力士也马上
[00:08:55] 做出了反弹
[00:08:56] 那我觉得都是因为
[00:08:57] 现阶段就是
[00:08:58] 整体可能会有一些
[00:09:00] 资金
[00:09:00] 它快速的轮动
[00:09:01] 在移转
[00:09:02] 那大家一看到
[00:09:03] 不确定性的时候
[00:09:04] 毕竟嘛
[00:09:04] 就是涨多代表就是
[00:09:06] 你先卖就先赢
[00:09:07] 所以总是会有一些
[00:09:09] 获利有些卖压
[00:09:10] 可是很快
[00:09:11] 大家发现说
[00:09:11] 原来很多的利空
[00:09:12] 可能只是
[00:09:13] 短暂的
[00:09:14] 甚至是假消息
[00:09:15] 那个买盘
[00:09:16] 它还是又乖乖回来的
[00:09:17] 好
[00:09:17] 我们发现这一波融资
[00:09:19] 很灵活
[00:09:20] 这波融资不太一样
[00:09:21] 例如说有修正
[00:09:23] 可能他们就
[00:09:24] 不见得是赔钱
[00:09:25] 出厂的融资
[00:09:26] 有可能是觉得
[00:09:27] 短线上先脚底抹油
[00:09:29] 的融资
[00:09:29] 是有可能的
[00:09:30] 这波融资看来是叫做
[00:09:32] 聪明融资比较多
[00:09:33] 但是你说
[00:09:34] 到底现在杠杆多不多
[00:09:36] 当然多
[00:09:37] 韩国也是看到
[00:09:38] 这个情形
[00:09:38] 那台湾我们昨天也讲到
[00:09:40] 原大政经就调高了
[00:09:41] 所谓股票和基金
[00:09:43] 职押职借的
[00:09:44] 这个所谓的贷款利率
[00:09:46] 对
[00:09:46] 这个利率调高到
[00:09:47] 将近四个百分点
[00:09:48] 其实已经越来越高
[00:09:50] 他也是有意识的
[00:09:52] 希望能够收缩资金
[00:09:53] 不要发生太多
[00:09:54] 例如说又一个震荡
[00:09:55] 就违约交割
[00:09:56] 或什么样杠杆
[00:09:57] 开太大的问题
[00:09:58] 并不是说
[00:09:59] 他们就觉得
[00:10:00] 前面有什么利空
[00:10:01] 可是涨多
[00:10:02] 可能就会是最大的利空
[00:10:03] 我觉得这两天
[00:10:04] 其实在反映这件事情
[00:10:06] 那刚刚讲到美光
[00:10:07] 今天晚上
[00:10:08] 跨明天的凌晨
[00:10:09] 他要公布财报
[00:10:10] 也会有这个
[00:10:11] 应该有电话会议等等
[00:10:13] 上一次美光
[00:10:14] 公布财报非常漂亮
[00:10:15] 后面没涨
[00:10:16] 后面没涨的情况下
[00:10:18] 大家就会帮记忆体
[00:10:19] 再度的编鬼故事
[00:10:21] 其实鬼故事就那些
[00:10:22] 我们刚刚还对了一下
[00:10:23] 例如说
[00:10:24] 涨那么多了
[00:10:25] 所以很多消费链子
[00:10:26] 或是有一些AI公司
[00:10:27] 没有办法
[00:10:28] 承受这么高的涨价
[00:10:30] 可能之后用量会减少
[00:10:31] 还有就是扩产
[00:10:32] 没有那么快
[00:10:33] 扩产没有那么快
[00:10:34] 那你今天营收
[00:10:35] 可能就会有个上限瓶颈
[00:10:36] 等等的
[00:10:37] 都会不断的循环
[00:10:38] 但记忆体这一波
[00:10:39] 看得出来是
[00:10:40] 在循环中
[00:10:41] 他只要股价修正
[00:10:43] 你又觉得他赚那么多钱
[00:10:44] 大家那么需要
[00:10:45] 又会再上去
[00:10:46] 上去之后又觉得说
[00:10:47] 他赚那么多
[00:10:49] 他涨那么多
[00:10:50] 别人受不了
[00:10:50] 他又会再下来
[00:10:51] 他大概会在这样的
[00:10:52] 一个区间波动中
[00:10:53] 还是以缓步创高的姿势
[00:10:56] 往右上
[00:10:56] 只是中间的波折会比较多
[00:10:58] 所以我常会觉得
[00:10:59] 不是不看好记忆体
[00:11:00] 而是记忆体
[00:11:01] 他适合的族群
[00:11:02] 可能是你要理解
[00:11:04] 他这样的一个巡回
[00:11:05] 你会比较抱得住
[00:11:06] 而且记忆体
[00:11:07] 其实普遍来讲都是
[00:11:09] 大概已经经过了
[00:11:10] 将近一年的上涨之后
[00:11:12] 现在市场都陆续开始
[00:11:14] 改采用本益比来做评价
[00:11:16] 那之所以会这么谨慎
[00:11:18] 不是说在涨了一个月
[00:11:20] 或一季之后
[00:11:21] 大家就好像突然
[00:11:22] 改变了以往的评价逻辑
[00:11:25] 从PBE改成用PE
[00:11:26] 而是很谨慎了之后
[00:11:28] 才去做一个改变
[00:11:29] 我想最主要就是因为确认
[00:11:31] 这波的记忆体
[00:11:32] 它真的是已经不一样了
[00:11:34] 不再是景气循环
[00:11:35] 那像刚刚讲到说
[00:11:37] 扩产这件事情
[00:11:38] 我觉得这个常常就是
[00:11:39] 市场的逻辑
[00:11:40] 也常常会自我矛盾
[00:11:41] 到底扩产是要快要多
[00:11:43] 还是扩产要慢
[00:11:44] 扩产要少
[00:11:45] 其实往往你会发现说
[00:11:47] 在不同阶段
[00:11:48] 它会被各自解读成
[00:11:49] 不同的利多或者利空
[00:11:51] 简单来讲
[00:11:51] 比如说刚刚讲
[00:11:53] 如果扩产扩得少
[00:11:54] 大家担心
[00:11:54] 未来业绩会遇到瓶颈
[00:11:56] 但是你现在如果
[00:11:56] 哪一家大厂跳出来说
[00:11:58] 我要加速度的扩产
[00:11:59] 或者我产能要倍增
[00:12:00] 倍增再倍增
[00:12:01] 大家又会觉得
[00:12:02] 天哪
[00:12:02] 那报价可能会提前见顶了
[00:12:04] 所以我觉得其实
[00:12:05] 这终究都是
[00:12:06] 有时候去反映在市场投资人
[00:12:08] 情绪上面的一些变化
[00:12:10] 但是其实基本面
[00:12:11] 还是照着原来
[00:12:12] 预先规划的一个方向前进
[00:12:14] 所以有的时候
[00:12:15] 当市场过度悲观的时候
[00:12:17] 就会导致短线
[00:12:18] 股价可能偏离了
[00:12:19] 基本面超跌
[00:12:20] 往往真的大好的
[00:12:22] 一个趋势产业
[00:12:23] 往往就是在那种超跌的时候
[00:12:25] 才会创造超额报酬
[00:12:26] 好 最近因为进入到
[00:12:29] 所谓除全息的望月
[00:12:30] 就是7月
[00:12:31] 大家可以留意一下
[00:12:33] 当然有很多
[00:12:34] 比较小型的强势股
[00:12:35] 或是它的息不多的
[00:12:36] 比较容易说
[00:12:37] 就可能秒天息就上去了
[00:12:39] 但是如果它的息相对
[00:12:41] 不算少的
[00:12:42] 或是它的股票
[00:12:43] 位阶真的相对
[00:12:44] 也比较高一点的
[00:12:45] 还蛮容易出现
[00:12:47] 最近会有贴息的状况
[00:12:48] 但我觉得这也不用太担心
[00:12:50] 就是贴息反而可以去
[00:12:51] 适合大家看一下
[00:12:53] 有什么时间是买点
[00:12:54] 我们刚才在讨论微影
[00:12:55] 微影现在是除息
[00:12:57] 现金股息100多块发了
[00:12:59] 但是还有两张股票
[00:13:00] 还没有除全
[00:13:01] 我们在讨论说
[00:13:02] 到底要不要参与
[00:13:04] 微影的除全
[00:13:05] 就是1变3
[00:13:06] 它最近一直跌
[00:13:07] 我就跟他开玩笑说
[00:13:08] 我那时候就跟林汉
[00:13:09] 我一直在吵说
[00:13:10] 我超级想要股票1变3
[00:13:12] 林汉有时候
[00:13:13] 那你就买啊
[00:13:14] 为什么要吵呢
[00:13:14] 我就说
[00:13:15] 因为我觉得有点贵
[00:13:16] 因为他毛利率
[00:13:16] 不是很高的公司
[00:13:18] 对
[00:13:18] 那这就是我的矛盾
[00:13:20] 可是
[00:13:20] 因为之前我看到台股
[00:13:22] 有很多例如说
[00:13:23] 像国具一拆4
[00:13:24] 现在不但是4回来了
[00:13:25] 哇塞
[00:13:26] 还创历史新高
[00:13:27] 然后星象曾经一拆2
[00:13:29] 然后再一拆2
[00:13:31] 等于原始的那一张变4
[00:13:33] 后来也都填全
[00:13:34] 所以我对这个事情
[00:13:35] 挺向往的
[00:13:36] 这个是其一
[00:13:37] 那维影在除完现金股息之后
[00:13:39] 是一路往右下
[00:13:40] 这个是现在的一个现象
[00:13:41] 还有一档很多人在问台大电
[00:13:43] 它不能算是高值利率股
[00:13:46] 但是它已经先修正
[00:13:47] 修正之后呢
[00:13:48] 它除完息又继续贴息
[00:13:50] 今天是一个跌破
[00:13:51] 季限的惨况
[00:13:52] 好
[00:13:53] 这样的公司很容易形成一个陷阱
[00:13:55] 因为就会有人问说
[00:13:57] 我就是觉得可以左侧交易啊
[00:14:00] 这种好的股票
[00:14:01] 大型的龙头股
[00:14:02] 我就一直减啊
[00:14:04] 可是减到现在我的心态
[00:14:05] 已经有点承受不住了
[00:14:06] 然后我有简单的回那位朋友说
[00:14:09] 因为你不是在真正的做左侧交易
[00:14:12] 因为像台达电
[00:14:13] 我演的本益比其实不高
[00:14:15] 可是台达电的本益比是略为偏高
[00:14:18] 它比较被定义在成长型的股票里面
[00:14:20] 所以它可能最近的波动
[00:14:22] 显然就会变得比较大
[00:14:23] 你说它个人有没有很大的利空
[00:14:25] 我是没有听到
[00:14:26] 我是没有听到
[00:14:27] 但它如果破季限
[00:14:29] 你觉得要减便宜的
[00:14:30] 从它长线的趋势来看
[00:14:32] 确实可能反而是一个比较好的位阶
[00:14:34] 但是刚起跌就去减就不一定了
[00:14:36] 那如果从它刚起跌就去减
[00:14:39] 现在觉得心态有点崩
[00:14:40] 受不了
[00:14:41] 那就不是真正的左侧
[00:14:42] 其实只是希望能够赌到台达电反弹
[00:14:45] 然后看到别的大型龙头股
[00:14:47] 前一阵子台股创新高也在创新高
[00:14:49] 就会希望台达电是落后不涨
[00:14:51] 但它没有
[00:14:52] 当它没有
[00:14:53] 你就会怀疑它是不是出什么事
[00:14:54] 其实没有出什么事
[00:14:55] 不过电力相关的概念股最近确实比较弱
[00:14:59] 到底有没有整个族群性上面
[00:15:01] 我们要注意的问题
[00:15:02] 还是真的这个族群就是被低估了
[00:15:05] 提供一个市场传闻
[00:15:08] 传这个辉达的这个AI机柜
[00:15:11] 就是800V的高压直流电
[00:15:13] 它叫延后
[00:15:14] 延后
[00:15:15] 对
[00:15:15] 但是就是当然这件事情是
[00:15:17] 目前没有获得证实
[00:15:19] 但是我们用这个案例或经验
[00:15:22] 可以来交流这件事情
[00:15:23] 比如说一般来讲我常强调就是
[00:15:26] 你要先分辨
[00:15:27] 假如回答是取消了这个未来
[00:15:30] 都不是走这个高压直流电
[00:15:32] 好不要这个规格了
[00:15:34] 那这个冲击就很大
[00:15:35] 但是因为我们讲技术难度越高的东西
[00:15:38] 或越新的东西好了
[00:15:39] 说越新的东西
[00:15:41] 那你一定会碰到一些
[00:15:42] 比如说出勤良率的问题
[00:15:43] 或者说相关零组件来不及提供
[00:15:48] 或者说量产的产能不足
[00:15:51] 种种的这些问题
[00:15:52] 可是事实上我们都知道
[00:15:53] 因为AI的机会就是要更强的算力
[00:15:56] 然后会有更大的功耗
[00:15:58] 然后你要去控制电流跟电压
[00:16:01] 这个既定的一个方向
[00:16:02] 我想是没有回头路
[00:16:03] 是绝对不会改变
[00:16:04] 那一旦确定要往那个方向走的时候
[00:16:07] 重点就是谁有这个技术
[00:16:09] 那他就已经是拿到这个门票
[00:16:11] 那我有这个高级舞会的门票
[00:16:15] 只是现在主办单位说
[00:16:16] 这个舞会要延后举办
[00:16:18] 那就是市场上短线可能会有一点
[00:16:20] 不管是情绪上的失望
[00:16:22] 或者是说对法人来说
[00:16:24] 绩效上面短期他有压力
[00:16:27] 我可能也许这个题材
[00:16:29] 举例来讲
[00:16:29] 他要慢个一季才发酵了
[00:16:31] 那我就先降一点部位
[00:16:33] 我从台达电抽出来
[00:16:34] 也许我去做一下被动元件
[00:16:36] 也许我去做一下功率元件
[00:16:37] 但是我很清楚
[00:16:39] 未来回到800V的时候
[00:16:41] 谁是No.1
[00:16:42] 手上有门票的
[00:16:43] 就还是台达电
[00:16:44] 所以在之前我们在Podcast里面
[00:16:47] 也聊过类似像茂莲
[00:16:48] 甚至其实更早以前
[00:16:50] 光进同退的时候
[00:16:51] 台光电也曾经遇过一些
[00:16:53] 所谓的利空
[00:16:54] 大家如果有影响
[00:16:55] 可能被斗山抢单之类
[00:16:58] 对
[00:16:59] 那事实上你要走到M9
[00:17:00] 还是谁能做
[00:17:01] 就是台光电
[00:17:02] 对
[00:17:03] 所以我想我回归到
[00:17:04] 就是说技术的这个门槛
[00:17:06] 就是这家公司的底气
[00:17:08] 它的真的实力还在不在
[00:17:10] 那如果在的话
[00:17:11] 只是因为规格上面
[00:17:13] 必须要暂时的跟现实
[00:17:14] 低头妥协
[00:17:15] 然后延后或者是暂时的降规
[00:17:18] 那我觉得这个都是可以接受的
[00:17:20] 那剩下的问题
[00:17:21] 就会是在至于说
[00:17:22] 投资朋友怎么样去稳住心情
[00:17:25] 那我觉得这通常会跟
[00:17:26] 你的资金控管有关
[00:17:28] 像如果刚刚听到说
[00:17:30] 赵华分享的这个案例来讲
[00:17:31] 我觉得或许是不是
[00:17:33] 他在一开始接台达电的时候
[00:17:36] 接的比较快了
[00:17:37] 而且接的比较多了
[00:17:39] 如果你接慢一点
[00:17:40] 或接少一点
[00:17:41] 其实现在应该心情会不一样
[00:17:43] 因为越看到月跌
[00:17:44] 是觉得太棒了
[00:17:45] 今天比昨天还便宜
[00:17:47] 又打折了
[00:17:47] 但是如果前面可能在
[00:17:49] 2400 2300 2200
[00:17:51] 已经接很多
[00:17:52] 接到现在真的
[00:17:53] 手都有点软了
[00:17:54] 手都已经受伤了
[00:17:56] 那看到1900的时候
[00:17:57] 就会觉得说
[00:17:57] 天哪
[00:17:58] 我还要不要再接下去
[00:17:59] 对台达电之前
[00:18:01] 有跌到1700多
[00:18:02] 对不对
[00:18:03] 然后那时候大家也半信半信
[00:18:04] 说为什么会跌到1700多
[00:18:05] 后来就冲到2580
[00:18:07] 那你从1700多
[00:18:09] 减到人自然会觉得
[00:18:10] 哇 你看多棒啊
[00:18:11] 创历史新高
[00:18:12] 那时候真的减对了
[00:18:13] 那为什么这一次会怀疑呢
[00:18:14] 当然因为这一次破季线
[00:18:16] 感受上是从最高点跌下来
[00:18:17] 是真的跌幅又比较大了一点
[00:18:19] 有
[00:18:19] 再来的话
[00:18:20] 微良也提到有这个利空
[00:18:21] 他刚刚一边讲啊
[00:18:23] 我就觉得微良好棒哦
[00:18:24] 因为他让我开始回忆起
[00:18:25] 最近有哪一些
[00:18:26] 刚刚讲到台光电
[00:18:28] 台光电吊单
[00:18:29] 不只被传一次
[00:18:30] 对对
[00:18:31] 被斗山抢单
[00:18:32] 从他四五百块就讲
[00:18:34] 讲到五千块
[00:18:35] 中间好几次都说被抢单
[00:18:38] 好
[00:18:39] 那后来不管有没有被抢单
[00:18:40] 但是他有单
[00:18:41] 我觉得这个是最重要
[00:18:42] 因为他的营收结出来
[00:18:43] 他的年增率
[00:18:44] 都是三位数在喷
[00:18:45] 每个月都在创历史新高吗
[00:18:47] 掉去哪了
[00:18:48] 不知道
[00:18:48] 好 那另外还被传过
[00:18:50] M9先不要用了
[00:18:52] 都先用M8
[00:18:52] 也被传过
[00:18:54] 还说到那个板子的设计
