[00:00:00] 欢迎收听
[00:04:23] 但是通常股价都会相对比较弱
[00:04:26] 那今年有没有可能复制
[00:04:29] 我老实讲我觉得是有机会
[00:04:31] 那最后会发生一个现象
[00:04:34] 就是没有任何理由
[00:04:36] 然后就拉回
[00:04:37] 然后大家再不断塞力空给他
[00:04:39] 就是复制这一段时间的那个架构
[00:04:41] 只有我说
[00:04:42] 现在的这个状况来讲
[00:04:46] 无论是
[00:04:46] 尤其是台韩嘛
[00:04:48] 涨最多
[00:04:49] 然后大家就拼命拉杠杆
[00:04:51] 然后像昨天我在
[00:04:53] 我在我这个Facebook
[00:04:54] 也在回留言
[00:04:55] 又也在问说
[00:04:57] 那明明我都看好指数
[00:04:59] 我也看好台积电这些全值股
[00:05:02] 那买0050为什么不买正二
[00:05:05] 我永远都在争这个问题
[00:05:07] 那意思说为什么要这么保守
[00:05:09] 为什么杠杆更好
[00:05:10] 我说这个老实讲没有一定的答案
[00:05:12] 那你重点是要记得一件事情
[00:05:16] 这个三个月的超级容紧
[00:05:19] 不可能永远都长这样
[00:05:21] 总是会有震荡
[00:05:22] 那后面如果震荡
[00:05:24] 你杠杆你到底能不能熬过去
[00:05:27] 我觉得才是比较大的这个重点
[00:05:30] 反正结论就给大家概念
[00:05:32] 就过往近十年
[00:05:34] 台股的十二个月
[00:05:35] 最强的就是七月
[00:05:37] 但是最弱的就是九月
[00:05:39] 对就是永远第三季
[00:05:41] 就是开高走低
[00:05:42] 我找到知音了
[00:05:43] 对就是
[00:05:44] 因为我心里面有这个想法
[00:05:46] 他永远就是开高走低
[00:05:47] 那你有没有想过四五六
[00:05:49] 大涨过后七月再喷出最后一段
[00:05:53] 如果八九开始弱
[00:05:55] 然后尤其是比较麻烦的是
[00:05:58] 很多人借借借压压压压压压压压
[00:06:02] 如果刚好压在这个最后最高点
[00:06:04] 那你能不能撑得过去
[00:06:07] 我常常讲的
[00:06:08] 股市涨跌都是正常的现象
[00:06:12] 那我觉得这个
[00:06:14] 尤其是现在大家都来问
[00:06:16] 就是问说
[00:06:17] 到底这五万还有没有机会
[00:06:19] 我就直接回答
[00:06:20] 五万今年当然一定有机会
[00:06:22] 五万很近
[00:06:23] 对啊
[00:06:23] 但是现在的问题来了
[00:06:25] 就是大家又要问
[00:06:26] 那有机会到底是
[00:06:29] 是不是这个月
[00:06:30] 对不对
[00:06:31] 诸夏礼拜
[00:06:32] 对对对
[00:06:32] 类似这样
[00:06:33] 这个月有没有可能
[00:06:35] 这一季还是这一季之类的
[00:06:37] 可是我刚刚讲
[00:06:38] 过往经验
[00:06:39] 涨这么多
[00:06:41] 加上第三季就容易开高走低
[00:06:43] 那七月如果没摸到
[00:06:46] 那有没有可能就修正
[00:06:47] 就代表也许要第四季了
[00:06:49] 然后所以
[00:06:50] 回过头来
[00:06:52] 就是问我
[00:06:53] 说第三季到底有没有机会
[00:06:55] 到五万
[00:06:56] 老实讲
[00:06:57] 我也不太知道
[00:06:58] 我常常讲
[00:06:58] 短线问我
[00:07:00] 我如果
[00:07:00] 我如果知道我是神的
[00:07:02] 我只能说
[00:07:03] 我们抓的是一个趋势
[00:07:04] 我不可能
[00:07:04] 你问我说
[00:07:06] 这个月
[00:07:06] 这个礼拜明天会涨跌
[00:07:09] 我是没办法回答的
[00:07:11] 所以结论就是趋势还在往上
[00:07:14] 可是大家要稍微有点风险意识
[00:07:17] 就是记得一件事情
[00:07:19] 就是七月就是全年最强
[00:07:21] 但九月是全年最弱
[00:07:23] 所以七月强之后
[00:07:24] 就八九就有可能开始往下压
[00:07:27] 当然这是过往的平均
[00:07:29] 也不代表每年都一定会复制
[00:07:31] 但是还是要尊重一下
[00:07:33] 每年到那个时间点
[00:07:34] 就是相对比较弱
[00:07:37] 而且还有一个问题
[00:07:38] 就是盘面结构确实
[00:07:41] 在维持轮动的情况下
[00:07:44] 有稍稍越来越后段的那个感觉
[00:07:47] 没错
[00:07:47] 因为我这边怎么把我的问题
[00:07:51] 也统整一下给明翰
[00:07:53] 可是为什么
[00:07:53] 刚刚我说遇到直音了
[00:07:54] 我也是有这样的感受
[00:07:56] 就是我认为七月
[00:07:57] 你说要不要再创高
[00:07:59] 当然因为近代咫尺
[00:08:01] 就是离创高近代咫尺
[00:08:03] 当然这个咫尺
[00:08:04] 我还记得有一年
[00:08:05] 就是那一年台股到了
[00:08:06] 一万八千多点
[00:08:07] 大家就觉得说
[00:08:09] 那到两万也快了
[00:08:10] 但是到了一万八千多点
[00:08:11] 恶物战一开打
[00:08:12] 就变成空投市场
[00:08:13] 那是2022年
[00:08:15] 我不说现在变空投市场
[00:08:16] 现在反过来
[00:08:17] 现在还是一个多头市场的架构
[00:08:20] 所以我觉得七月在往上
[00:08:22] 这个因为七月会有什么呢
[00:08:24] 第二季的季报会出来
[00:08:25] 六月的营收会出来
[00:08:26] 这边跟大家聊过
[00:08:27] 基本面上面都会非常的好
[00:08:29] 那你说总体经济上
[00:08:31] 就算美一那边再有一些竞争
[00:08:33] 只要油价不上来
[00:08:34] 事实上也不太会影响到
[00:08:36] 总经的一个状况
[00:08:37] 现在排面上会影响的
[00:08:39] 我等一下会跟明翰讨论
[00:08:41] 那为什么我说八九月
[00:08:42] 我跟明翰想的有点像
[00:08:44] 因为进入到所谓的旺季
[00:08:46] 跟旺月的时候
[00:08:47] 它后面的延续力
[00:08:48] 你要靠什么东西端出来
[00:08:50] 你可能要端出非常刺激
[00:08:51] 非常厉害的成长性的成绩
[00:08:54] 你才有可能
[00:08:55] 可是这个时候
[00:08:56] 你市场可能会弹性批乏
[00:08:57] 加上这段时间就是我要问的
[00:09:00] 全市场都有收缩资金的一个压力
[00:09:02] 美元在升值的过程中
[00:09:04] 反映的是九月会不会预防性升息
[00:09:06] 韩国也提出来
[00:09:07] 今天有讲
[00:09:08] 韩国我们的CPI的年增率
[00:09:10] 也超乎我们的预期
[00:09:11] 韩国央行说
[00:09:12] 不排除会有紧缩的政策
[00:09:14] 那他们前一阵子就在打
[00:09:15] 那么三倍ETF
[00:09:17] 什么要查大家的税
[00:09:18] 就是各国像我们这种涨多的
[00:09:20] 都有资金紧缩的一个压力
[00:09:22] 台湾是不断的市井
[00:09:23] 六代同堂什么的
[00:09:24] 现在成交量也缩下来
[00:09:26] 所以这些都会让我觉得
[00:09:28] 到了八九月反而会有一个压力
[00:09:30] 但眼前的这件事情
[00:09:32] 想要请教明翰了
[00:09:33] 外资空单
[00:09:34] 今天又来到历史最高水位了
[00:09:36] 你说套利吗
[00:09:37] 现在增加差没那么大了
[00:09:39] 有需要套利吗
[00:09:40] 可能币显单变多了
[00:09:41] 资金收缩
[00:09:42] 盘面上的成交量降低了
[00:09:44] 那这段期间
[00:09:45] 你觉得要怎么样来度过
[00:09:47] 为什么可以支撑说
[00:09:49] 那七月还会好
[00:09:50] 好
[00:09:50] 应该这样讲
[00:09:51] 这个外资的部分空单来到高点
[00:09:55] 其实就我之前我自己影片也讲了
[00:09:58] 其实结论就是大家不要只看字面上的东西
[00:10:04] 因为字面上的东西你没有看到过去的记录
[00:10:07] 然后你就会沉浸在那个氛围里面说
[00:10:11] 我外资期货空单创历史新高之类的
[00:10:15] 我印象里确实应该说如果在AI以前
[00:10:19] 那时候外资空单来到两万多口
[00:10:21] 就已经压力很大
[00:10:23] 对不对
[00:10:24] 然后确实每次被他凹中的几率是高的
[00:10:27] 对
[00:10:27] 对不对
[00:10:28] 以前来到两万多口
[00:10:29] 他就死不退
[00:10:30] 然后最后就下来了
[00:10:32] 对
[00:10:32] 他的胜率是高的
[00:10:34] 但有AI之后
[00:10:35] 他的操作真的很烂
[00:10:37] 就是每一次
[00:10:38] 他觉得有问题
[00:10:40] 一路嘎一路嘎一路嘎
[00:10:41] 然后他就死不退
[00:10:42] 然后就从两万多到六万多
[00:10:45] 然后两万多到这次八万多
[00:10:46] 死不退
[00:10:47] 死不退
[00:10:47] 最后怎样
[00:10:48] 也没有让他得逞
[00:10:49] 最后他就是投降
[00:10:51] 其实AI就是这样
[00:10:53] 结论来讲就是因为基本面太强
[00:10:56] 记得一件事情就是
[00:10:57] 这个指数能够
[00:11:00] 今年有这个五成以上的涨幅
[00:11:02] 甚至刚才提到韩国有这个一倍以上的一个涨幅
[00:11:06] 其实真的都是来自于基本面
[00:11:09] 并不是说现在资金面
[00:11:11] 是因为谁谁谁买
[00:11:13] 没有
[00:11:13] 因为外资是买超的
[00:11:15] 那你说靠着我们这个第四法人
[00:11:18] 散户不断买
[00:11:20] 买到创高
[00:11:21] 理论上也不合常理
[00:11:23] 尤其是整个台股的最大持股者还是外资
[00:11:27] 所以不可能靠着台湾这些我们一般的投资人
[00:11:32] 就能够逆势扛上去
[00:11:34] 所以我常常讲
[00:11:35] 几个比较重要的概念
[00:11:37] 第一个就是外资的动向
[00:11:39] 真的不要把它当作太重要的指标
[00:11:43] 常常我常常觉得
[00:11:45] 有AI以来常常是反指标
[00:11:47] 上次来这个刚好去
[00:11:50] 在达人秀也提到
[00:11:51] 那天好像外资是买超不知道前几大
[00:11:55] 然后我那时候讲
[00:11:56] 每一次都讲卖超前几大就是低点
[00:11:59] 反而买超前几大的时候
[00:12:01] 你是要留意一下是不是表示要震荡拉回
[00:12:03] 这一段时间真的都是很明显它就是反指标
[00:12:07] 所以其实卖超不用太紧张
[00:12:10] 期货空单创高
[00:12:11] 如果你每一次创高你就跑
[00:12:14] 你会发现你就是跟它外资赞同向几乎都是错
[00:12:17] 所以我觉得不用那么在意
[00:12:20] 那所以刚刚第一个重点就是外资的操作
[00:12:24] 其实不要那么在意
[00:12:25] 第二个误区就是不要认为
[00:12:28] 所以我们不用理外资
[00:12:30] 其实散户现在就是明显的
[00:12:32] 大占外资是赢的
[00:12:33] 一次大乏人
[00:12:34] 对
[00:12:34] 刚刚说没有那么简单
[00:12:35] 其实没有那么简单
[00:12:37] 真的还是外资才是重点
[00:12:38] 我觉得这个是比较重要的关键
[00:12:41] 第三个就是告诉他
[00:12:43] 其实这个有AI以来
[00:12:45] 筹码面看谁都不准
[00:12:47] 你不如花时间关注在这个所谓基本面身上
[00:12:51] 尤其是7月刚好是重点
[00:12:54] 对
[00:12:54] 然后营收的部分呢
[00:12:56] 用其实6月的营收
[00:12:58] 虽然说现在都还没开始公布
[00:13:00] 但理论上我个人觉得一定是还是非常正向
[00:13:03] 因为以台积电的角度而言
[00:13:05] 他给的这个所谓的季的目标
[00:13:08] 那重点就是4月有点不如预期
[00:13:11] 对
[00:13:11] 然后5月就还不错
[00:13:13] 因为逆势走高
[00:13:14] 刚好跟原本猜的有点类似
[00:13:17] 因为当时有提到4月不如预期
[00:13:19] 代表5 6月是好的
[00:13:20] 所以4月不如预期也没跌
[00:13:22] 5 6月果然
[00:13:23] 5月就表现不错
[00:13:25] 他如果要符合他的公司给的目标
[00:13:28] 加上过往几季
[00:13:29] 通常都是幼预期
[00:13:31] 所以代表6月他的营收也不会太差
[00:13:33] 那尤其是要记得
[00:13:35] 就是法说会前
[00:13:37] 之前的股东会
[00:13:38] 他5 6月的营收
[00:13:40] 他几乎都被他看到
[00:13:41] 他都还一直想到说
[00:13:43] 第二季的看法
[00:13:44] 他不会有任何改变
[00:13:46] 所以代表着他
[00:13:47] 他已经偷看到底牌了
[00:13:49] 他已经告诉你这些数字对了
[00:13:51] 代表6月营收也不会差
[00:13:53] 那比较重要的就是
[00:13:55] 他7月的法
[00:13:56] 说会的说法
[00:13:57] 那理论上应该也都是正向的
[00:13:59] 所以就靠着这样的一个支撑
[00:14:01] 还是7月的部分
[00:14:03] 我觉得还是要相对比较乐观
[00:14:06] 可是我刚刚提到
[00:14:07] 就像赵华刚刚提到
[00:14:08] 如果真的这些该牌
[00:14:10] 该看到的牌都出完了
[00:14:12] 到底后面相对来讲
[00:14:14] 是不是就会有压力
[00:14:16] 尤其是
[00:14:17] 后面比较有可能的
[00:14:19] 又来讲联准会的动向
[00:14:21] 还有一个问题是因为
[00:14:22] 第四季美国要其中选举
[00:14:24] 那是不是会导致有
[00:14:27] 这种所谓的政治的议题
[00:14:29] 比较大的这些言论
[00:14:31] 当然我之前就提到
[00:14:33] 以我的看法
[00:14:35] 联准会根本就不是重点所在
[00:14:38] 我每次都讲
[00:14:39] 今年不要花时间在看联准会
[00:14:41] 每次联准会讲了什么事情之后
[00:14:45] 导致下跌
[00:14:46] 你就进去买就对
[00:14:47] 因为他们不可能
[00:14:49] 联准会是不可能导致
[00:14:51] 整个趋势反转的关键主因
[00:14:54] 所以就跟大家提到
[00:14:56] 这个结论
[00:14:57] 我们刚刚虽然说
[00:14:59] 感觉好像天象比较悲观
[00:15:01] 没有
[00:15:01] 就是现在不是要叫大家下车的时候
[00:15:04] 只是要跟大家讲
[00:15:05] 你要点警觉心
[00:15:06] 重点就是第三季容易开高走低
[00:15:08] 现在是正在开高
[00:15:11] 而且我个人觉得高点还没到
[00:15:13] 但是只是7月
[00:15:14] 如果见到高点的情况下
[00:15:16] 你要先谨记在心
[00:15:18] 7月的见高
[00:15:20] 已经不再是像4 5 6月
[00:15:22] 不断的往上走高
[00:15:24] 眼睛闭着一起买
[00:15:25] 应该说7月
[00:15:26] 我觉得还有高点
[00:15:28] 但是要留意的是
[00:15:29] 8 9月的震荡
[00:15:30] 而且7月20到31号
[00:15:32] 明翰要出国
[00:15:33] 就没有人关注大家了
[00:15:36] 可是从我以前过往
[00:15:38] 我出国的时候指数都是比较会涨的时候
[00:15:41] 真的吗
[00:15:41] 真的真的
[00:15:42] 那可以找到7月31号吧
[00:15:43] 好
[00:15:44] 我觉得我们俩现在逻辑刚好贴在一起
[00:15:46] 但是刚刚有一个问题就是
[00:15:48] 虽然说不要担心联准会
[00:15:50] 可是各国确实有在这个
[00:15:52] 担心资金杠杆过大的部分
[00:15:53] 有在做收缩
[00:15:54] 好
[00:15:55] 可是虽然收缩
[00:15:56] 我觉得有点挡不住
[00:15:57] 就是散户朋友们
[00:15:59] 一直想要进场的心
[00:16:00] 就像今天盘中这样V上来
[00:16:02] 就是收了一个七八百点的下影线
[00:16:04] 确实你也看到买盘的力量
[00:16:06] 就是买盘的力量
[00:16:08] 还是在这段时间
[00:16:09] 好坏是各两面
[00:16:12] 我觉得坏处就是
[00:16:13] 一直没有看到一个像样的
[00:16:15] 把事情洗干净
[00:16:16] 他就是混个两下水
[00:16:19] 大家有点紧张
[00:16:20] 没事了
[00:16:21] 有点紧张又没事了
[00:16:22] 没有那种彻底心思
[00:16:24] 融资真的断头都没有
[00:16:25] 他会被酝酿到后面
[00:16:27] 其实我就是个人觉得
[00:16:29] 他会酝酿到后面
[00:16:30] 我觉得这个几率是高的
[00:16:33] 所以我们一开始
[00:16:34] 这次
[00:16:35] 就是感觉好像说法
[00:16:37] 好像比较保守
[00:16:38] 原因是因为
[00:16:39] 我觉得现在进入第三季
[00:16:41] 很有可能第三季
[00:16:42] 会见到这样的一个状况
[00:16:44] 但是要切记
[00:16:45] 这个我要重申
[00:16:47] 就是筹码面不可能影响趋势
[00:16:50] 不会因为人踩人
[00:16:52] 导致拉回之后就转
[00:16:53] 就泡沫了
[00:16:55] 是不可能的事情
[00:16:56] 但是我觉得几率是高的
[00:17:00] 或者说我们刚刚讲的
[00:17:01] 杠杆的问题好了
[00:17:02] 我给大家一个概念
[00:17:03] 就是我觉得
[00:17:04] 记得一件事情
[00:17:06] 杠杆不会影响趋势
[00:17:08] 所以我不是说
[00:17:09] 要鼓励大家杠杆
[00:17:10] 可是我只是要告诉大家
[00:17:12] 概念今天会出事
[00:17:13] 不是因为大家杠杆的关系
[00:17:15] 甚至也很多人留言
[00:17:17] 都问我说
[00:17:17] 他要去哪里借钱
[00:17:20] 然后要来买什么ETF
[00:17:22] 行不行之类的
[00:17:23] 我就会分析结论
[00:17:24] 我觉得记得一件事情
[00:17:27] 就是你的杠杆
[00:17:28] 因为假设
[00:17:29] 尤其是假设第三季真的有震荡
[00:17:32] 就代表了
[00:17:33] 会有这个
[00:17:35] 等于说会有波动
[00:17:36] 这个时间点有一个很重要
[00:17:38] 你的资金
[00:17:39] 要尽量跟指数
[00:17:41] 没有太大的关系
[00:17:42] 就是你可以
[00:17:43] 你用你的房贷借出来之后
[00:17:46] 然后你上班
[00:17:47] 你可以乖乖地还利息
[00:17:48] 那笔钱
[00:17:49] 可以放在那边
[00:17:51] 没有时间性
[00:17:52] 而且股市跌了
[00:17:53] 你也不见得说需要
[00:17:55] 就要必须偿还
[00:17:56] 那如果你今天借的钱
[00:17:58] 跟股市没有太大的关系
[00:18:01] 我个人觉得
[00:18:01] 适度杠杆是OK的
[00:18:04] 不会真的跟
[00:18:05] 不会因为大家
[00:18:06] 几代同堂
[00:18:07] 就会导致大跌
[00:18:08] 我觉得跟这个没有关系
[00:18:10] 另外讲到
[00:18:11] 这杠杆的问题
[00:18:12] 先我觉得给大家概念
[00:18:14] 就是韩国跟对比台湾
[00:18:15] 台湾算真的比较客气
[00:18:17] 因为我看到外资
[00:18:19] 在讲到
[00:18:19] 这杠杆ETF的销售
[00:18:21] 我看那个倍数来讲
[00:18:24] 台湾就是从4月开始
[00:18:27] 指数上涨
[00:18:28] 大家拼命往杠杆型的ETF进去冲
[00:18:31] 但是因为
[00:18:32] 有一个问题
[00:18:34] 就是因为我们的杠杆ETF的量
[00:18:37] 相对来讲并没有那么多
[00:18:39] 不多就会正二
[00:18:40] 对比韩国来讲没有那么多
[00:18:42] 我们没有三倍杠杆
[00:18:43] 所以加上市场
[00:18:45] 确实热度还不如韩国
[00:18:46] 所以如果杠杆ETF
[00:18:48] 韩国的比例真的是我们两三倍以上
[00:18:51] 那个比例的速度
[00:18:52] 所以他们的风险是比我们高
[00:18:54] 可是
[00:18:55] 凭良心讲
[00:18:57] 韩国有韩国的优势
[00:18:58] 韩国的优势就是
[00:18:59] 他们的本应比比我们低很多
[00:19:01] 因为
[00:19:02] 他们在拉高的过程
[00:19:03] 他们只有靠着两党在拉
[00:19:05] 他不像我们
[00:19:06] 除了台积电来拉
[00:19:07] 几乎现在是
[00:19:08] 这个
[00:19:09] 等于说大家的资金流向各个族群
[00:19:13] 我们有很多中小型股
[00:19:14] 比韩国多
[00:19:15] 然后涨很多
[00:19:16] 对
[00:19:17] 应该说我们有摸到的
[00:19:19] 或者是实际摸到
[00:19:21] 或者是大家写故事
[00:19:22] 未来会摸到的
[00:19:24] 其实能够写很多
[00:19:25] 他们就是没有
[00:19:26] 他们就是无论如何
[00:19:27] 就只有去买三星海力士
[00:19:29] 对
[00:19:30] 可是好处就是他们
[00:19:31] 加上他们的获利大幅成长
[00:19:34] 所以他们的本应比我们低
[00:19:36] 所以各有各的优势
[00:19:38] 结论而言
[00:19:39] 我的看法都会觉得
[00:19:40] 其实以台湾跟韩国而言
[00:19:42] 其实现在都没有明显的
[00:19:44] 要泡沫的迹象
[00:19:46] 所以我常常讲
[00:19:47] 台湾还是可以持续投资
[00:19:49] 韩国的部分
[00:19:50] 三星海力士还是可以买
[00:19:51] 因为哪怕涨这么多的
[00:19:54] 他的获利的
[00:19:55] 这个冲高的速度比股价还快
[00:19:58] 所以他们其实
[00:19:59] 韩国也不存在泡沫的这个因子
[00:20:02] 所以就是结论就是跟大家提到
[00:20:05] 我觉得不用担心杠杆
[00:20:07] 筹码的问题
[00:20:09] 无论是外资的筹码不用管
[00:20:10] 散户我们一般投资的筹码
[00:20:13] 你也不用管它
[00:20:14] 因为这些都不会导致指数反转的方向
[00:20:17] 那重点是
[00:20:19] 假设再来第三季
[00:20:21] 不再像第二季这么好的荣景
[00:20:23] 如果有拉回的情况下
[00:20:25] 我常常讲
[00:20:26] 就我们以前金融业讲的
[00:20:28] 就对压力测试
[00:20:30] 你要去想一下
[00:20:31] 那就是说假设现在来到4万7
[00:20:33] 4万8
[00:20:34] 甚至7月的高点
[00:20:35] 搞不好持续往上推
[00:20:36] 来到接近5万
[00:20:38] 甚至稍微超过5万
[00:20:39] 然后才开始回档
[00:20:41] 然后这样的情况下
[00:20:43] 也不用多
[00:20:44] 假设再跌回到4万5之类的
[00:20:48] 你的这些杠杆可不可以撑得住
[00:20:50] 那我觉得这是比较重要的关键
[00:20:53] 就是说
[00:20:53] 我觉得拉回会有
[00:20:55] 但空间也不代表是真的很大
[00:20:57] 但是有很大的问题
[00:20:59] 万一杠杆而且牛买在高档
[00:21:01] 那你可能就会撑不过这一段时间
[00:21:04] 所以结论应该说
[00:21:05] 要有这个心理的
[00:21:07] 应该说模拟的状况
[00:21:09] 你只要能够撑得过
[00:21:10] 我觉得理论上就不用太紧张
[00:21:13] 因为毕竟
[00:21:13] 我觉得7月有高点
[00:21:15] 甚至第四季
[00:21:16] 应该都还有高点存在
[00:21:18] 意思就是说
[00:21:19] 不会因为杠杆
[00:21:20] 景气就反转了
[00:21:22] 股市会从多变成空
[00:21:25] 它不是只有因为去杠杆而已
[00:21:27] 去杠杆还会造成短线
[00:21:29] 可能比较大的一个跌幅
[00:21:30] 然后因为会人才人嘛
[00:21:32] 你被洗掉了
[00:21:33] 结果因为你不好
[00:21:34] 你不得不卖股
[00:21:35] 就卖到别人的股票
[00:21:36] 别人也不得不断头
[00:21:37] 它会有连锁反应
[00:21:39] 这种的断头
[00:21:40] 就像去年对等关税好了
[00:21:42] 其实没多久
[00:21:43] 连续三天跌停板
[00:21:45] 一堆人洗出去
[00:21:46] 可能后面为什么一直拉
[00:21:47] 因为景气往上
[00:21:49] 景气才是决定多空
[00:21:51] 能不能持续的一个关键
[00:21:53] 如果今天景气出现了
[00:21:55] 要衰退了
[00:21:56] 那就是一个空头的开始
[00:21:57] 跟杠杆没有关系
[00:21:59] 可是因为通常景气的上扬
[00:22:01] 跟你越来越大胆
[00:22:02] 跟你越来越愿意去杠杆买东西
[00:22:04] 跟你后来评价越拉越高
[00:22:06] 拉到后来发现无法实现
[00:22:07] 后年要赚EPS几百元
[00:22:09] 就后来发现无法实现
[00:22:11] 会同步到一个顶
[00:22:13] 然后也说不出来
[00:22:14] 谁先就开始跌了
[00:22:15] 我觉得这个是
[00:22:16] 刚刚明汉要表达的
[00:22:17] 所以如果7月
[00:22:18] 我们在看到一个高的时候
[00:22:19] 大家的风险意识
[00:22:20] 一定要拉得比较高
[00:22:21] 可是如果立足于现在
