[00:00:00] 欢迎收听
[00:04:41] 有时候很残酷
[00:04:42] 因为如果报错股票
[00:04:43] 就如同好像像今天
[00:04:45] 如果手上是满满的记忆体
[00:04:47] 可能会以为今天
[00:04:49] 好像是跌了一千点
[00:04:51] 但如果今天可能是
[00:04:53] 细晶元被动元件
[00:04:54] 可能感觉今天
[00:04:55] 好像涨了一千点
[00:04:56] 所以这个时候我觉得
[00:04:58] 面对呢
[00:04:59] 下半年
[00:05:00] 今天正式开始了
[00:05:01] 那第三季呢
[00:05:02] 我是觉得
[00:05:03] 指数应该会往上
[00:05:05] 但是呢
[00:05:06] 这个上去的角度
[00:05:08] 应该相较于上一季
[00:05:10] 第二季会有所修正
[00:05:11] 因为毕竟呢
[00:05:13] 第二季大盘指数
[00:05:14] 是涨了
[00:05:15] 一万四千四百点以上
[00:05:17] 涨幅呢
[00:05:18] 高达了46%
[00:05:20] 那这个是创下
[00:05:21] 有史以来单季最大的涨幅
[00:05:23] 那当然
[00:05:23] 第三季是没有看坏的理由
[00:05:25] 但是呢
[00:05:26] 指数你要它
[00:05:27] 经常用这种
[00:05:29] 高仰角的方式
[00:05:30] 去做进攻
[00:05:32] 我觉得
[00:05:32] 确实难度会很高
[00:05:34] 因为
[00:05:34] 类似呢
[00:05:35] 如果我们用记忆体
[00:05:36] 当做一个缩影来思考
[00:05:38] 就是呢
[00:05:38] 什么东西只要涨多了
[00:05:40] 很容易呢
[00:05:41] 好消息
[00:05:42] 它的影响就淡化
[00:05:43] 但是坏消息呢
[00:05:44] 会被放大
[00:05:45] 也就是说
[00:05:46] 大家会发现呢
[00:05:47] 高威阶的股票呢
[00:05:48] 它的童话故事
[00:05:49] 好像只能留在过去
[00:05:51] 但是鬼故事会特别多
[00:05:52] 好
[00:05:53] 刚刚我也是在
[00:05:55] 开路前
[00:05:55] 就有先跟我两个讲一下
[00:05:58] 因为像今天盘面上
[00:05:59] 很强的族群
[00:06:00] 被动
[00:06:00] 主动
[00:06:01] 主被动还是非常的厉害
[00:06:04] 当然也是到尾盘的时候
[00:06:05] 有点参差不齐
[00:06:06] 很多有开高走低
[00:06:08] 但是至少
[00:06:08] 好
[00:06:09] 主动
[00:06:09] 真的就是亮晶晶的
[00:06:11] 看到我们的腹顶
[00:06:12] 被动像我手上看到的是凯美
[00:06:14] 今天也是在索一个掌停板
[00:06:15] 也是国具集团
[00:06:16] 也创历史新高
[00:06:17] 所以这个还是蛮明显
[00:06:19] 谢金元
[00:06:19] 这类的
[00:06:20] 我两个讲过非常非常多次
[00:06:22] 这些应该都是在筹码上面
[00:06:24] 还没有到非常凌乱的
[00:06:26] 可是像记忆体
[00:06:27] 我们都一直讲说
[00:06:28] 我实在像我个人
[00:06:29] 我不太擅长做记忆体
[00:06:31] 因为我会觉得
[00:06:32] 我卡在一个事情上面
[00:06:34] 第一个是
[00:06:35] 因为我知道像
[00:06:36] AI用的记忆体
[00:06:37] 还是以韩国
[00:06:38] 美国为主
[00:06:40] 就是海力士
[00:06:41] 美光
[00:06:41] 三星为主
[00:06:42] 那台湾就是有一点
[00:06:44] 叫做兵器效应
[00:06:45] 对
[00:06:45] 这件事情
[00:06:46] 我不是说以后
[00:06:47] 记忆体厂商不能克服
[00:06:49] 但是目前的现状
[00:06:50] 确实是如此
[00:06:52] 然后第二是
[00:06:53] 就像刚刚微良讲的
[00:06:54] 因为太多人在上面了
[00:06:55] 这一次的涨势
[00:06:56] 从去年的四五月
[00:06:57] 开始到现在
[00:06:58] 已经超过一年了
[00:06:59] 筹码真的有点乱
[00:07:00] 所以一旦有一个风吹草动
[00:07:03] 你会觉得美光回得来
[00:07:04] 三星回得来
[00:07:05] 海力士回得来
[00:07:06] 可是奈雅科跟黄邦店
[00:07:07] 没有那么有把握
[00:07:08] 它一定回得来
[00:07:09] 我觉得这些都还蛮考验人性的
[00:07:12] 可是到目前为止
[00:07:13] 我也必须讲
[00:07:14] 每一次记忆体到重挫
[00:07:15] 不管是破了月线
[00:07:16] 甚至到了际线
[00:07:17] 后面都有涨回来
[00:07:19] 也是事实
[00:07:20] 所以在这种
[00:07:22] 筹码凌乱的状况下面
[00:07:24] 大家可能还是去找
[00:07:26] 现在例如说
[00:07:27] 投信法人
[00:07:28] 比较有共识的族群
[00:07:29] 其实记忆体投信也买很多
[00:07:31] 所以我还是觉得说
[00:07:32] 以你喜欢的一种操作的特质
[00:07:36] 去找现在盘面上的族群
[00:07:38] 为什么
[00:07:39] 不要想什么族群都能赚得到
[00:07:42] 因为像我虽然把
[00:07:44] 副底卖非掉
[00:07:44] 可是我有其他的族群
[00:07:46] 在涨的时候
[00:07:47] 你就会觉得
[00:07:48] 至少在这个行情里面
[00:07:50] 你没有错过什么东西
[00:07:51] 是用自己的认知
[00:07:52] 赚到自己认知的钱
[00:07:54] 原来记忆体涨了一年了
[00:07:56] 我还以为说
[00:07:57] 去年是五月啊
[00:07:57] 今天下跌是因为高盛提出三大警讯
[00:08:00] 原来是因为周年庆
[00:08:02] 难怪要打折
[00:08:03] 没有
[00:08:04] 他跟你一样细心
[00:08:05] 就是约好今年的此时
[00:08:07] 可能要下跌
[00:08:08] 我想
[00:08:09] 因为其实
[00:08:10] 我觉得记忆体比起
[00:08:12] 有一些族群来看的话
[00:08:14] 它当然起涨的时间
[00:08:16] 真的是够久了
[00:08:18] 刚才提到
[00:08:19] 竹竹长了一年
[00:08:20] 那在过去这一季来看的话
[00:08:22] 因为很多的筹码
[00:08:25] 都已经开始流入到散户的手上了
[00:08:27] 不论是说高人气的
[00:08:29] 南亚科
[00:08:29] 华邦店
[00:08:30] 所以我想
[00:08:31] 这个就算前景是好的
[00:08:33] 那这个时候呢
[00:08:34] 也会面临到
[00:08:35] 就是筹码调整的压力
[00:08:36] 那除了有筹码筹码进入之外
[00:08:39] 我觉得很现实的一个层面
[00:08:40] 就是呢
[00:08:41] 记忆体虽然是有头信在撑腰
[00:08:44] 但是外资也一直无情地砍出
[00:08:47] 对
[00:08:47] 土羊对坐了
[00:08:48] 所以毕竟一个族群
[00:08:49] 如果两大法人
[00:08:50] 他没办法呢
[00:08:51] 站在同一阵线
[00:08:52] 那常常这个
[00:08:53] 你砍一刀
[00:08:54] 我不踹一脚
[00:08:55] 那互相互殴的话
[00:08:57] 我觉得当然也会抵消掉
[00:08:58] 他上涨的一个力道
[00:09:00] 那更长远的一个格局来思考的话
[00:09:02] 我是觉得
[00:09:03] 我们热见这一波
[00:09:05] 很多国内法人也开始跟进外资
[00:09:08] 针对呢
[00:09:10] 就记忆体的评价
[00:09:11] 从古径比改用本益比
[00:09:13] 但是呢
[00:09:14] 我也觉得有一个评价的上线天花板
[00:09:17] 就是以前在节目当中
[00:09:19] 也分享过
[00:09:19] 比如说南亚科的本益比
[00:09:22] 再怎么高
[00:09:22] 我觉得不应该高过于美光
[00:09:24] 那同样的道理
[00:09:26] 华邦店
[00:09:26] 望宏
[00:09:27] 利基店
[00:09:28] 我想都是类似的情况
[00:09:29] 因为毕竟呢
[00:09:31] 我们
[00:09:31] 姑且不是说
[00:09:33] 好像国内的记忆体
[00:09:34] 比较像是在赚机会财
[00:09:36] 那这个当然也不是说
[00:09:37] 贬低他们的本身的竞争力
[00:09:39] 但是事实上
[00:09:40] 当然现在因为AI时代
[00:09:41] 最稀缺的战略资源
[00:09:44] 是在于高频宽记忆体
[00:09:46] HBM
[00:09:46] 那国内其实没有真正
[00:09:48] 直接吃到这一块商机
[00:09:49] 那而是呢
[00:09:51] 用现在的产能去填补呢
[00:09:52] 可能DDR5
[00:09:54] DDR4
[00:09:54] 这个市场
[00:09:55] 当然这个市场的报价漂亮
[00:09:57] 那现货价格飙涨之后
[00:09:59] 带动合约
[00:10:00] 合约价也飙涨
[00:10:01] 所以呢
[00:10:02] 他们的毛利率
[00:10:03] 也快速的扩张
[00:10:04] 可是在未来
[00:10:05] 如果说以重要的战略地位来讲
[00:10:07] 那个稀缺性
[00:10:08] 我觉得还是比不上HBM
[00:10:10] 所以其实看起来就是
[00:10:11] 评价会也遇到了一个
[00:10:13] 上限的瓶颈了
[00:10:14] 好
[00:10:15] 评价上限瓶颈
[00:10:16] 这个
[00:10:17] 各自考量
[00:10:19] 对不对
[00:10:19] 如果您相信
[00:10:20] 投信他一直买
[00:10:21] 业绩又很好
[00:10:22] 因为现在如果开始要结
[00:10:23] 所谓的六月营收
[00:10:25] 还有所谓的第二季的季报
[00:10:27] 应该他们都还是
[00:10:27] 非常厉害的族群
[00:10:29] 不过他们可能
[00:10:30] 就会呈现一个波浪状
[00:10:31] 因为长久了
[00:10:32] 筹码比较乱了
[00:10:33] 以及刚刚讲到的
[00:10:34] 也许你要跟国际大厂
[00:10:35] 做一下比较
[00:10:36] 所以我们也有来宾
[00:10:37] 也有提到
[00:10:38] 说这么喜欢机体
[00:10:39] 就直接去买煤光
[00:10:40] 就直接去买韩国的机体
[00:10:42] 也是一种方法
[00:10:44] 确实
[00:10:44] 对
[00:10:45] 好
[00:10:45] 那我们回到盘面上
[00:10:46] 其实我自己个人
[00:10:48] 觉得主规动
[00:10:48] 还有行情之外
[00:10:49] 细晶圆
[00:10:50] 我真的也是觉得
[00:10:51] 蛮有趣的
[00:10:51] 因为细晶圆
[00:10:52] 虽然环球晶有创新高
[00:10:54] 今天中美晶创历史新高
[00:10:55] 可是以位阶来说
[00:10:57] 都不算是
[00:10:58] 非常高角度
[00:11:00] 对
[00:11:00] 以位阶来说
[00:11:01] 都是离他们的前高
[00:11:02] 不算太远的地方
[00:11:03] 尤其是环球晶
[00:11:05] 花了非常多力气
[00:11:06] 大家去看
[00:11:06] 把那个环球晶的
[00:11:08] 线图打开
[00:11:08] 你就知道他这次回到
[00:11:09] 一千块以上
[00:11:10] 是花了多大的一个
[00:11:11] 一个很久很久的时间
[00:11:13] 才回来的
[00:11:14] 好
[00:11:15] 那细晶圆确实也在一个
[00:11:16] 涨价升级的题材里面
[00:11:18] 对不对
[00:11:18] 它是比较后段的
[00:11:19] 所以我觉得到了下半年了
[00:11:21] 如果从去年到现在
[00:11:23] 已经起涨一整年的
[00:11:24] 没有经过回档修正的
[00:11:27] 就不一定能够会用
[00:11:29] 过去那样子
[00:11:30] 涨四五倍的方式在涨
[00:11:31] 可是如果是新的
[00:11:33] 就今年的涨价题材
[00:11:35] 刚开始发酵的
[00:11:36] 我觉得它的接棒延续率
[00:11:37] 会比较强
[00:11:38] 不晓得
[00:11:39] 我一两的想法是
[00:11:40] 确实
[00:11:41] 因为细晶圆的
[00:11:42] 产业逻辑上面
[00:11:43] 它主要就是
[00:11:44] 跟在两个产业的后面
[00:11:46] 一个就是晶圆代工
[00:11:48] 一个就是记忆体
[00:11:50] 所以当我们看到
[00:11:52] 台积电的先进制程
[00:11:53] 产能被预定一空
[00:11:55] 要涨价
[00:11:56] 然后成熟制程的
[00:11:58] 世界先进
[00:11:58] 连电也跟进涨价
[00:12:00] 这就告诉你
[00:12:01] 其实细晶圆的
[00:12:03] 第一支春宴就飞来了
[00:12:05] 第二支春宴
[00:12:06] 当然就是记忆体了
[00:12:07] 上一次
[00:12:08] 其实在2016到2018年的时候
[00:12:11] 也有过
[00:12:12] 这样子的一个产业循环的逻辑
[00:12:14] 就是记忆体上去
[00:12:15] 然后就带动了细晶圆
[00:12:17] 细晶圆
[00:12:18] 往往它的一个复苏
[00:12:20] 跟成长的进度
[00:12:22] 差不多会落后记忆体
[00:12:24] 大概两季左右
[00:12:25] 所以配合刚刚所讲的
[00:12:28] 记忆体从去年的
[00:12:29] 大约此时开始起涨
[00:12:31] 所以刚好涨了周年
[00:12:33] 所以我们发现
[00:12:34] 大概差不多就是在
[00:12:35] 去年底
[00:12:36] 今年初的时候
[00:12:37] 细晶圆也开始
[00:12:39] 慢慢地墊高上来
[00:12:40] 当然近期就是属于
[00:12:41] 一个加速度的上涨了
[00:12:42] 所以其实从产业的一个
[00:12:44] 跟进的角度来讲
[00:12:46] 我觉得有的时候
[00:12:47] 大家如果真的错过了
[00:12:49] 前面的晶圆代工联电
[00:12:50] 或者说错过了
[00:12:52] 记忆体相关的个股
[00:12:53] 这个时候去留意
[00:12:54] 细晶圆
[00:12:55] 其实当然是
[00:12:57] 还有肉可以吃
[00:12:58] 今天刚好
[00:12:59] 国内法人凯基投顾
[00:13:01] 也出了一篇报告
[00:13:02] 就指出
[00:13:03] 细晶圆就是
[00:13:04] 要迎接下一个
[00:13:06] 超级循环来的
[00:13:07] 现在都超级循环
[00:13:09] Super Cycle
[00:13:09] 对
[00:13:10] 这个就代表说
[00:13:12] 也看到就是说
[00:13:13] 跟过去类似的
[00:13:15] 一个产业逻辑
[00:13:16] 又再次的复刻
[00:13:17] 而且这一次的力道
[00:13:19] 绝对是更强
[00:13:20] 因为既然记忆体
[00:13:21] 现在的一个
[00:13:22] 涨价的动能
[00:13:23] 这个远比过去
[00:13:24] 任何一次
[00:13:25] 报价上涨的空间
[00:13:26] 还要来得更凶悍
[00:13:28] 更强大
[00:13:29] 那这一次
[00:13:29] 细晶圆
[00:13:30] 当然跟进的一个
[00:13:31] 上涨的空间
[00:13:33] 我想
[00:13:33] 不管是涨价的力道
[00:13:35] 或是说
[00:13:35] 持续的时间
[00:13:36] 应该都会
[00:13:37] 更值得期待
[00:13:38] 那当然常常说
[00:13:39] 这个细晶圆
[00:13:40] 要选股
[00:13:42] 说难
[00:13:43] 其实也不难
[00:13:44] 因为最主要的
[00:13:45] 最主要来讲
[00:13:45] 其实是三家公司
[00:13:46] 对
[00:13:47] 因为我俩有在达人秀
[00:13:48] 很仔细地讲过
[00:13:49] 三家公司的差异
[00:13:51] 老大嘛
[00:13:52] 就是环球金
[00:13:52] 最活泼的就是合金
[00:13:54] 那最中规中矩的
[00:13:56] 叫台胜科
[00:13:57] 有副爸爸副妈妈撑腰的
[00:13:59] 因为他是台数
[00:14:01] 跟这个日本的三口
[00:14:02] 联手转投资的
[00:14:04] 对
[00:14:04] 所以其实主要是这三家
[00:14:06] 那我通常是不太会把
[00:14:08] 汉磊加金拉进来
[00:14:09] 他们可能会比较更偏向
[00:14:12] 因为毕竟他的细晶圆是在六寸以下
[00:14:14] 那另外就是可能会比较归类为在
[00:14:16] 碳化系
[00:14:17] 淡化架
[00:14:18] 还是所谓第三代半导体
[00:14:19] 三五族
[00:14:20] 对
[00:14:20] 可能稍微比较不一样
[00:14:22] 但是当然
[00:14:22] 因为大家如果只有
[00:14:24] 绕来绕去三两股票
[00:14:25] 可以买的时候
[00:14:25] 通常可能这个市场的资金
[00:14:28] 买盘没办法满足了
[00:14:29] 就会外溢扩散
[00:14:31] 但如果真的要扩散
[00:14:32] 让我选三雄之外的第四岛
[00:14:34] 当然就是环球金他妈妈啦
[00:14:36] 中美金
[00:14:37] 没错
[00:14:37] 所以今天也涨停办了
[00:14:38] 大家也比较买得下手
[00:14:40] 200块以内
[00:14:41] 对
[00:14:41] 那因为其实当然长远来看
[00:14:43] 中美金他还是有那个太阳能
[00:14:46] 这个营运事业部的包袱存在
[00:14:49] 不过这一块
[00:14:50] 当然慢慢慢慢的
[00:14:51] 就逐年一直在降低这个比重
[00:14:53] 所以现在他也慢慢
[00:14:54] 就是提高
[00:14:55] 对于半导体产业上面
[00:14:57] 可以韧烈的一个营收比重
[00:14:59] 所以看起来
[00:14:59] 如果中美金市场能够
[00:15:02] 大家觉得说
[00:15:03] 他甩掉以前一些
[00:15:04] 比较负面的包袱的话
[00:15:05] 他长期其实他的股价跟市值
[00:15:08] 确实是一直都被低估的
[00:15:10] 因为我们知道
[00:15:11] 他持有环球金的股票比重
[00:15:13] 就将近一半
[00:15:14] 大概46 47%
[00:15:16] 所以其实如果按照
[00:15:18] 中美金光是持有环球金的股票市值来看
[00:15:22] 就已经超过他自己本身的市值了
[00:15:24] 当然我知道
[00:15:25] 对股票有长期在研究追踪
[00:15:27] 对于这样子的题材
[00:15:29] 大概不是只有今年
[00:15:31] 因为早在十年前
[00:15:32] 他就是这个样子
[00:15:33] 也就是说
[00:15:34] 十几年下来
[00:15:35] 中美金持有环球金的价值
[00:15:37] 一直都超过他自己的价值
[00:15:38] 只是说市场就是没有办法
[00:15:40] 对他给予一个比较高的评价水准
[00:15:43] 所以我刚才强调
[00:15:44] 就要看他的太阳能的亏损的包袱
[00:15:48] 能不能甩掉
[00:15:48] 如果甩开的话
[00:15:49] 市场认同中美金
[00:15:51] 现在就是一个半导体公司的话
[00:15:53] 那评价当然就有机会
[00:15:55] 再长期来讲
[00:15:56] 大幅度提升
[00:15:57] 好 评价是个很微妙的事情
[00:15:59] 对
[00:15:59] 说要提升就马上提升
[00:16:01] 对不对
[00:16:01] 即使获利没有改变
[00:16:03] 好 举一个最简单的例子
[00:16:05] 联发科
[00:16:05] 好 发科
[00:16:07] 在那时候一路落难
[00:16:09] 跌到一千出头块钱
[00:16:11] 一千四五百块钱的时候
[00:16:12] 大家就说因为今年的发科
[00:16:15] 获利不会比去年更好了
[00:16:17] 那也会觉得在ESIC
[00:16:19] 或者是跟AI相关的进展上
[00:16:21] 可能要明后年才会有成绩
[00:16:22] 但后来一篇的外资报告
[00:16:24] 就颠覆了这件事情
[00:16:25] 以及发科自己在法说会上面
[00:16:26] 讲到他ESIC的成果
[00:16:29] 会比大家想象到
[00:16:30] 今年就有营收进来等等的
[00:16:32] 哇 一下子你就可以从
[00:16:33] 一千五百块变成五千块的公司
[00:16:35] 对 这种就是评价
[00:16:36] 即使你明明在最近
[00:16:38] 不会有任何营收上的改变
[00:16:40] 可是评价改变
[00:16:41] 那中美金也在等这样的机会
[00:16:43] 刚刚讲到
[00:16:44] 他持有的子公司
[00:16:45] 其实大家都陆陆续续是有赚钱的
[00:16:47] 环球金是最大一块嘛
[00:16:49] 你说什么蓬城
[00:16:50] 虽然蓬城最近好像没有跟着
[00:16:52] 整体二极体算飞得比较高
[00:16:54] 可是他也算稳定获利的公司
[00:16:56] 他这些旗下公司加起来
[00:16:58] 明明就整体价值远远超过中美金
[00:17:01] 他应该呈现的股价
[00:17:02] 可是因为那是子公司
[00:17:04] 大家还是有时候蛮严苛的
[00:17:05] 不是你自己赚的
[00:17:06] 要是今天全部都是中美金
[00:17:08] 你自己赚的
[00:17:08] 那评价肯定不一样
[00:17:09] 可是有时候一个转念
[00:17:11] 一个转念就是
[00:17:12] 不会啊
[00:17:13] 他现在有这些子公司超级棒
[00:17:14] 他自己本业如果亏损
[00:17:16] 就刚刚讲太阳能的部分
[00:17:17] 如果没有那么占拖累的话
[00:17:19] 忽然之间评价大翻身
[00:17:21] 那很可怕
[00:17:22] 因为他的本益比一直都不是太高
[00:17:24] 那如果一下评价大翻身
[00:17:26] 对于明后年的期待
[00:17:27] 突然有人出了一个
[00:17:28] 让你觉得
[00:17:29] 你先不要管他会不会实现的报告
[00:17:32] 那可能就不一样
[00:17:33] 现在确实坊间充满了很多
[00:17:36] 我们没有办法预期
[00:17:37] 会不会实现的报告
[00:17:38] 这个是真的
[00:17:39] 就是例如说
[00:17:41] 有人说后年发哥可以赚到EPS400
[00:17:43] 我真的不知道
[00:17:44] 我必须讲
[00:17:45] 就是跑了那么久
[00:17:47] 一段时间的半导体
[00:17:49] 我知道大家会爆发性成长
[00:17:51] 可是我会觉得
[00:17:52] 我自己都不知道这个利润
[00:17:54] 有没有可能成真
[00:17:56] 所以现在你就是说
[00:17:58] 台股的本益比
[00:17:58] 好像没有到很高
[00:18:00] 或说以未来来说
[00:18:01] 但很难讲
[00:18:03] 对
[00:18:04] 因为现在看起来
[00:18:05] 对于明后年
[00:18:06] 为了把这些
[00:18:06] 看起来涨了好几倍的股价
[00:18:09] 变得合理
[00:18:10] 大家的预估真的都非常乐观
[00:18:12] 都
[00:18:13] 都有点让我不太知道
[00:18:14] 他们的利润基础是什么
[00:18:16] 有一些报告说真的
[00:18:17] 没错
[00:18:17] 赵华就是有经验
[00:18:19] 其实我也曾经在
[00:18:21] 谷惑仔节目聊到过
[00:18:22] 比方说
[00:18:23] 3081联雅
[00:18:25] 它的市场最高目标价是5000
[00:18:27] 这个是根据
[00:18:29] 2029年的预估EPS
[00:18:32] 这个应该是目前算是
[00:18:34] 最夸张的
[00:18:35] 我所讲的最夸张不是指目标价
[00:18:37] 而是直接拿到
[00:18:38] 大后年的EPS
[00:18:40] 所以这个时候
[00:18:41] 真的是让人匪夷所思
[00:18:44] 或许公司有一定的技术实力
[00:18:46] 这个当然
[00:18:47] 这个是毋庸置疑
[00:18:48] 不过我有时候怀疑
[00:18:50] 就讲到两三年后赚多少钱
[00:18:52] 恐怕连公司老板自己都不知道
[00:18:54] 因为科技产业
[00:18:57] 其实就是瞬息万变
[00:18:59] 有的时候
[00:19:00] 可能连下一季都可能
[00:19:02] 翻天覆地的改变了
[00:19:04] 就像我想
[00:19:05] 不久以前大家在期待
[00:19:07] 这个CPU
[00:19:08] 结果后来发现
[00:19:09] 可能又会面临到一些
[00:19:10] 技术上面的替换革新等等
[00:19:13] 这个本来就是
[00:19:15] 科技在发展创新的过程当中
[00:19:18] 它会不断地
[00:19:19] 就是trying error
[00:19:20] 就是去尝试
[00:19:21] 而且对很多的大厂
[00:19:23] 对辉达
[00:19:23] 对台积电来说
[00:19:24] 它往往都不是去
[00:19:26] 单压重压一个解决方案
[00:19:28] solution
[00:19:28] 而是我可能同时
[00:19:30] 我有好几个team
[00:19:31] 在同时间开发
[00:19:33] 两种三种技术
[00:19:34] 未来可能就是
[00:19:36] 比良率
[00:19:37] 比成本效益等等
[00:19:38] 所以这个部分本来就是
[00:19:40] 可能有一些期待跟想象
[00:19:42] 但是如果回归到
[00:19:44] 我们要评估一档股票
[00:19:45] 真的是在做功课研究的话
[00:19:47] 我觉得
[00:19:48] 大家当然要去多看法人报告
[00:19:50] 但是根据2027
[00:19:52] 就是明年度
[00:19:53] 下个年度的EPS
[00:19:55] 来当做参考就可以
[00:19:56] 但是如果是讲到
[00:19:58] 2028或2029
[00:19:59] 那我会觉得
[00:20:00] 就是纯欣赏就好
[00:20:02] 好
[00:20:03] 它就是一个业界找原因
[00:20:05] 像CPU
[00:20:06] 那既然你讲到CPU
